gene_name	Chromosome	seqnames	Cell Type	LSK+ WT rep1 (FPKM)	LSK+ XistΔ/Δ rep1 (FPK	LSK+ WT rep2 (FPKM)	LSK+ XistΔ/Δ rep2 (FPK	FoldChange_1	FoldChange_2	FoldChange
Usp10	chr8	autosomes	LSK+ and LSK-	82.49123	84.41858	59.73464	76.17594	1.023364302	1.275238957	1.149301629
Piezo1	chr8	autosomes	LSK+ and LSK-	5.398017	8.117744	3.698541	5.113271	1.503838169	1.382510293	1.443174231
Fanca	chr8	autosomes	LSK+ and LSK-	7.91469	9.581805	5.043951	8.240226	1.21063554	1.633684784	1.422160162
Urb2	chr8	autosomes	LSK+ and LSK-	8.698552	14.77563	9.541557	10.03303	1.698630991	1.051508679	1.375069835
Galnt2	chr8	autosomes	LSK+ and LSK-	49.75215	62.6203	51.86142	54.1572	1.258645104	1.044267589	1.151456346
Cog2	chr8	autosomes	LSK+ and LSK-	31.58668	32.99994	33.05851	34.38804	1.044742277	1.040217481	1.042479879
Exoc8	chr8	autosomes	LSK+ and LSK-	5.141492	7.297527	6.080236	6.60435	1.419340339	1.086199615	1.252769977
Gm17296	chr8	autosomes	LSK+ and LSK-	4.146978	5.659112	3.165841	5.484583	1.364635163	1.732425286	1.548530225
2610044O15Rik8	chr8	autosomes	LSK+ and LSK-	5.41152	5.957015	6.537373	6.588372	1.100802547	1.007801146	1.054301846
Casp1	chr9	autosomes	LSK+ and LSK-	39.84674	44.68198	39.42516	49.7826	1.121345937	1.262711426	1.192028681
Ccdc82	chr9	autosomes	LSK+ and LSK-	6.241434	8.284731	5.093129	6.811448	1.327376209	1.337379831	1.33237802
Dnmt1	chr9	autosomes	LSK+ and LSK-	97.92791	124.037	54.09331	108.4661	1.266615411	2.005166628	1.63589102
Raver1	chr9	autosomes	LSK+ and LSK-	22.70858	23.18495	17.23845	22.94035	1.020977534	1.330766397	1.175871965
Tyk2	chr9	autosomes	LSK+ and LSK-	20.60609	26.53064	25.52366	26.80559	1.287514516	1.050225164	1.16886984
Ilf3	chr9	autosomes	LSK+ and LSK-	62.63155	70.64981	49.24705	67.2377	1.128022698	1.365314268	1.246668483
Dnm2	chr9	autosomes	LSK+ and LSK-	81.40508	84.68475	64.76852	75.4536	1.040288272	1.164973354	1.102630813
Carm1	chr9	autosomes	LSK+ and LSK-	50.87165	53.77279	40.23325	41.04843	1.05702862	1.020261351	1.038644986
Prkcsh	chr9	autosomes	LSK+ and LSK-	77.10147	81.00166	70.83094	83.47702	1.050585157	1.178538927	1.114562042
Dpy19l1	chr9	autosomes	LSK+ and LSK-	18.31569	23.8183	17.43884	22.18343	1.300431488	1.272070275	1.286250882
Ncapd3	chr9	autosomes	LSK+ and LSK-	18.16699	24.12271	15.01456	22.58034	1.327831963	1.503896218	1.415864091
Nfrkb	chr9	autosomes	LSK+ and LSK-	13.79319	16.64187	13.01542	15.10254	1.206528004	1.160357484	1.183442744
Ets1	chr9	autosomes	LSK+ and LSK-	8.365183	10.97037	11.63238	12.04379	1.311432159	1.035367655	1.173399907
Nlrx1	chr9	autosomes	LSK+ and LSK-	3.038609	3.580732	3.782183	4.371954	1.178411569	1.15593402	1.167172795
Pcsk7	chr9	autosomes	LSK+ and LSK-	10.76216	11.07356	10.71203	11.80765	1.028934712	1.1022794	1.065607056
Ddx10	chr9	autosomes	LSK+ and LSK-	29.7783	33.92977	26.11261	33.33034	1.139412592	1.276407835	1.207910214
Npat	chr9	autosomes	LSK+ and LSK-	8.293023	9.760553	8.824269	8.919745	1.176959596	1.010819706	1.093889651
Commd4	chr9	autosomes	LSK+ and LSK-	83.51669	85.19017	97.13965	98.10589	1.020037672	1.009946917	1.014992294
Tle3	chr9	autosomes	LSK+ and LSK-	4.014532	5.748395	3.511622	4.312804	1.431896669	1.228151549	1.330024109
Kif23	chr9	autosomes	LSK+ and LSK-	32.3285	38.54282	23.20613	33.90463	1.192224198	1.461020429	1.326622314
Dpp8	chr9	autosomes	LSK+ and LSK-	20.35465	23.14905	20.45178	22.66308	1.137285583	1.108122618	1.122704101
Lactb	chr9	autosomes	LSK+ and LSK-	20.43668	20.48225	11.2083	18.81059	1.002229814	1.678273244	1.340251529
Tex9	chr9	autosomes	LSK+ and LSK-	4.670554	4.804944	3.466588	4.627799	1.028773888	1.334972313	1.181873101
Rfx7	chr9	autosomes	LSK+ and LSK-	6.564918	8.549841	7.267462	8.901582	1.302353053	1.224854289	1.263603671
Mapk6	chr9	autosomes	LSK+ and LSK-	14.48347	18.30573	16.4497	18.47759	1.26390499	1.123278236	1.193591613
Gclc	chr9	autosomes	LSK+ and LSK-	38.05292	40.11637	37.07226	39.70861	1.054225799	1.071113819	1.062669809
Ttk	chr9	autosomes	LSK+ and LSK-	18.6865	20.62617	12.44248	20.22332	1.103800605	1.625344787	1.364572696
Ibtk	chr9	autosomes	LSK+ and LSK-	15.46172	19.34141	16.61356	18.7064	1.250922278	1.125971797	1.188447037
Tbc1d2b	chr9	autosomes	LSK+ and LSK-	14.09749	19.53204	14.60778	16.4332	1.385497702	1.124962178	1.25522994
Pik3cb	chr9	autosomes	LSK+ and LSK-	3.345354	3.887364	3.412374	3.427087	1.162018728	1.004311661	1.083165195
Dbr1	chr9	autosomes	LSK+ and LSK-	15.03363	15.56921	13.25508	13.94335	1.035625461	1.051924998	1.043775229
Topbp1	chr9	autosomes	LSK+ and LSK-	44.13517	53.01959	31.93705	49.45975	1.201300233	1.548663699	1.374981966
Dnajc13	chr9	autosomes	LSK+ and LSK-	3.571659	5.542329	3.76993	4.149795	1.551752001	1.100761818	1.326256909
Pik3r4	chr9	autosomes	LSK+ and LSK-	15.05796	16.20184	14.88913	18.57651	1.075965137	1.24765584	1.161810489
Glyctk	chr9	autosomes	LSK+ and LSK-	2.605879	2.955795	3.470577	3.945897	1.13427945	1.136957054	1.135618252
Alas1	chr9	autosomes	LSK+ and LSK-	34.12263	46.35981	27.83753	35.27317	1.358623588	1.267108468	1.312866028
Poc1a	chr9	autosomes	LSK+ and LSK-	17.54765	18.44929	12.05976	16.84766	1.051382379	1.397014534	1.224198457
Traip	chr9	autosomes	LSK+ and LSK-	15.21927	15.42434	13.12317	14.47164	1.013474365	1.102754898	1.058114632
Rnf123	chr9	autosomes	LSK+ and LSK-	28.99892	34.32484	27.03946	27.66473	1.183659254	1.023124352	1.103391803
Apeh	chr9	autosomes	LSK+ and LSK-	50.95678	52.42459	50.54948	50.7821	1.028804999	1.004601828	1.016703413
Usp19	chr9	autosomes	LSK+ and LSK-	58.09937	63.48458	60.622	67.53505	1.092689645	1.114035334	1.10336249
Qrich1	chr9	autosomes	LSK+ and LSK-	78.51227	80.78753	67.58971	77.96351	1.028979674	1.153481943	1.091230808
Impdh2	chr9	autosomes	LSK+ and LSK-	11.38517	11.39057	8.841881	11.41435	1.000474301	1.290941373	1.145707837
Mir425	chr9	autosomes	LSK+ and LSK-	4.004525	15.3635	5.786072	7.581864	3.83653492	1.310364614	2.573449767
Arih2	chr9	autosomes	LSK+ and LSK-	16.39885	20.45055	15.82763	16.77678	1.247072203	1.059967917	1.15352006
Cdc25a	chr9	autosomes	LSK+ and LSK-	31.10766	32.26872	24.23825	30.16734	1.037323926	1.244617083	1.140970504
Dhx30	chr9	autosomes	LSK+ and LSK-	47.1377	50.49889	43.83019	46.82617	1.07130577	1.068354255	1.069830013
Dync1li1	chr9	autosomes	LSK+ and LSK-	27.70698	34.24359	33.98175	34.46942	1.235919252	1.014350938	1.125135095
Oxsr1	chr9	autosomes	LSK+ and LSK-	7.375873	9.318352	7.121586	7.579134	1.263355809	1.064248048	1.163801928
Wdr48	chr9	autosomes	LSK+ and LSK-	29.94223	33.83507	28.78596	36.46267	1.130011693	1.266682438	1.198347065
Tgm4	chr9	autosomes	LSK+ and LSK-	2.503732	2.941163	2.094834	2.518325	1.174711591	1.202159694	1.188435642
Cops5	chr1	autosomes	LSK+ and Lin-	55.71562573	55.75510475	55.32072918	57.63853973	1.000708581	1.041897686	1.021303133
Zfp451	chr1	autosomes	LSK+ and Lin-	11.40274999	11.99026866	11.27933595	12.57467707	1.051524296	1.114841966	1.083183131
Nif3l1	chr1	autosomes	LSK+ and Lin-	31.76428478	34.0147575	29.76685268	33.7472355	1.070849155	1.133718632	1.102283893
Atic	chr1	autosomes	LSK+ and Lin-	39.17102978	39.35979429	28.18046957	34.03090845	1.004818983	1.207606153	1.106212568
Rqcd1	chr1	autosomes	LSK+ and Lin-	50.82901655	59.70454344	37.87255259	47.50562152	1.174615357	1.25435489	1.214485124
Tuba4a	chr1	autosomes	LSK+ and Lin-	301.8315341	360.5904723	207.1763898	299.6963071	1.194674617	1.446575584	1.3206251
Mrpl44	chr1	autosomes	LSK+ and Lin-	51.19548503	51.47512025	44.23286123	48.62289283	1.005462107	1.099248194	1.052355151
Agfg1	chr1	autosomes	LSK+ and Lin-	24.76499126	27.3483458	24.50793754	28.196339	1.104314777	1.15049824	1.127406508
Gbx2	chr1	autosomes	LSK+ and Lin-	16.93352602	19.37115397	12.81425242	16.58699816	1.143952768	1.294417936	1.219185352
Pam	chr1	autosomes	LSK+ and Lin-	15.47934693	19.06442673	23.48117644	27.41853998	1.231604073	1.167681698	1.199642886
Dsel	chr1	autosomes	LSK+ and Lin-	0.59758653	1.073888014	1.237434303	1.516652274	1.797041869	1.225642663	1.511342266
R3hdm1	chr1	autosomes	LSK+ and Lin-	17.03088036	20.84932733	13.38535914	20.77547992	1.224207257	1.552104781	1.388156019
Tmem9	chr1	autosomes	LSK+ and Lin-	50.82313816	62.18557554	52.64440006	59.45128744	1.223568197	1.129299363	1.17643378
Qsox1	chr1	autosomes	LSK+ and Lin-	28.14247887	33.26276293	22.75958736	28.15071375	1.181941473	1.236872765	1.209407119
Dars2	chr1	autosomes	LSK+ and Lin-	26.37439629	29.71827688	26.78138659	30.28491069	1.126785105	1.130819369	1.128802237
Pbx1	chr1	autosomes	LSK+ and Lin-	3.137165299	4.486777846	3.96534326	4.07126872	1.430201286	1.02671281	1.228457048
Fcgr3	chr1	autosomes	LSK+ and Lin-	3.744067733	5.525341958	3.037825321	3.631925575	1.475759081	1.195567615	1.335663348
Fcer1g	chr1	autosomes	LSK+ and Lin-	18.44028814	25.88668732	26.77440179	28.58682304	1.403811433	1.067692315	1.235751874
Tagln2	chr1	autosomes	LSK+ and Lin-	597.0711434	711.8630471	511.0205485	589.942326	1.192258335	1.154439538	1.173348936
Fh1	chr1	autosomes	LSK+ and Lin-	83.90607802	111.5732085	85.39192001	91.88567037	1.329739289	1.076046426	1.202892858
Exo1	chr1	autosomes	LSK+ and Lin-	14.24420898	15.48182083	8.492128967	14.01998416	1.086885263	1.650938677	1.36891197
44257	chr1	autosomes	LSK+ and Lin-	82.8339001	89.48410846	76.32272925	76.99575187	1.080283656	1.008818115	1.044550886
Dtl	chr1	autosomes	LSK+ and Lin-	46.768102	61.9401873	38.70216785	58.05978462	1.324410969	1.500168798	1.412289884
Nup43	chr10	autosomes	LSK+ and Lin-	21.24881474	23.65022024	20.34256087	21.84101992	1.113013621	1.073661279	1.09333745
Tab2	chr10	autosomes	LSK+ and Lin-	7.104801742	8.157930454	6.897841938	7.729960652	1.148227741	1.120634645	1.134431193
Sf3b5	chr10	autosomes	LSK+ and Lin-	111.6520386	114.8197237	100.028777	113.2082493	1.028371046	1.131756808	1.080063927
Cited2	chr10	autosomes	LSK+ and Lin-	77.14150268	87.60384544	106.4507343	122.9941002	1.135625343	1.15540866	1.145517001
Tnfaip3	chr10	autosomes	LSK+ and Lin-	4.941382935	6.989662222	6.555764521	6.723335053	1.414515392	1.025560792	1.220038092
Med23	chr10	autosomes	LSK+ and Lin-	10.0963247	12.65052646	10.32370668	12.28474395	1.252983321	1.189954764	1.221469043
Fyn	chr10	autosomes	LSK+ and Lin-	40.02894554	41.6064826	36.79326138	40.77051956	1.039409908	1.108097462	1.073753685
Gtf3c6	chr10	autosomes	LSK+ and Lin-	57.33929613	57.50177708	52.67736493	60.63516384	1.002833675	1.151066761	1.076950218
Psap	chr10	autosomes	LSK+ and Lin-	268.506819	302.5397154	264.404835	315.9140149	1.126748723	1.194811792	1.160780258
Lrrc20	chr10	autosomes	LSK+ and Lin-	6.577443145	7.459215645	6.091743369	8.052656472	1.134060072	1.321896867	1.227978469
Vps26a	chr10	autosomes	LSK+ and Lin-	38.71533026	41.72226773	45.14904051	45.85226396	1.077667876	1.015575601	1.046621739
Cdk1	chr10	autosomes	LSK+ and Lin-	42.53757269	48.29450155	33.76629725	47.56683233	1.135337503	1.408707386	1.272022444
Snrpd3	chr10	autosomes	LSK+ and Lin-	168.8994448	169.8643849	136.7383777	147.4772095	1.005713104	1.078535609	1.042124357
Lss	chr10	autosomes	LSK+ and Lin-	5.204173643	5.899997828	3.705022988	4.279884996	1.133705028	1.155157474	1.144431251
Bsg	chr10	autosomes	LSK+ and Lin-	259.1969702	267.2439615	235.2508459	259.8570669	1.031045854	1.104595675	1.067820765
Wdr18	chr10	autosomes	LSK+ and Lin-	77.31145531	82.56599135	55.50710387	68.52415562	1.067965815	1.234511456	1.151238635
Klf16	chr10	autosomes	LSK+ and Lin-	15.15286748	20.19634487	12.11392618	14.14005399	1.332839801	1.16725608	1.250047941
Dohh	chr10	autosomes	LSK+ and Lin-	61.30195062	70.67121412	54.55568223	67.36353173	1.152837934	1.234766554	1.193802244
Tmem263	chr10	autosomes	LSK+ and Lin-	10.89107741	11.60209624	11.73005461	12.28189646	1.065284526	1.047045122	1.056164824
Slc25a3	chr10	autosomes	LSK+ and Lin-	175.8203484	175.8920506	149.800855	162.446566	1.000407815	1.084416815	1.042412315
Ube2n	chr10	autosomes	LSK+ and Lin-	6.592751514	8.192603627	6.458541755	7.164600173	1.242668347	1.109321646	1.175994997
Mdm1	chr10	autosomes	LSK+ and Lin-	10.33220728	13.27405867	12.94370329	15.80595073	1.284726323	1.221130489	1.252928406
Slc16a7	chr10	autosomes	LSK+ and Lin-	5.471250047	6.220010567	5.264375692	6.660380327	1.136853646	1.265179523	1.201016585
Shmt2	chr10	autosomes	LSK+ and Lin-	156.8713885	162.1071155	94.88835533	137.3755346	1.03337592	1.447759676	1.240567798
Atp5b	chr10	autosomes	LSK+ and Lin-	955.7898766	986.0479377	784.9221661	939.7208408	1.03165765	1.197215318	1.114436484
Cs	chr10	autosomes	LSK+ and Lin-	79.89932871	88.68069969	61.08571985	77.46661156	1.109905441	1.268162375	1.189033908
Eif4enif1	chr11	autosomes	LSK+ and Lin-	32.65628291	35.00647139	28.37368809	34.92720763	1.071967422	1.23097172	1.151469571
Plek	chr11	autosomes	LSK+ and Lin-	29.60352362	38.95538087	34.10578216	46.39822632	1.315903518	1.360421118	1.338162318
Ppp3r1	chr11	autosomes	LSK+ and Lin-	34.40437287	40.68865467	35.44637539	36.07850801	1.182659391	1.017833491	1.100246441
Fbxw11	chr11	autosomes	LSK+ and Lin-	39.36197475	48.14206259	37.3855751	43.67777059	1.223060146	1.168305435	1.195682791
Nudcd2	chr11	autosomes	LSK+ and Lin-	56.10887936	63.83206116	50.04265741	53.1026801	1.137646338	1.061148285	1.099397312
Psme2b	chr11	autosomes	LSK+ and Lin-	90.7351919	100.3670134	83.26308423	84.68405503	1.106153096	1.017066036	1.061609566
9530068E07Rik	chr11	autosomes	LSK+ and Lin-	116.7918712	125.0407795	119.3157495	127.2442882	1.07062913	1.06645006	1.068539595
Uqcrq	chr11	autosomes	LSK+ and Lin-	72.58702439	76.2730981	68.00663925	75.02806653	1.050781441	1.103246203	1.077013822
Hint1	chr11	autosomes	LSK+ and Lin-	182.2545362	187.2232689	169.9156422	184.2258741	1.027262601	1.084219626	1.055741114
Trim58	chr11	autosomes	LSK+ and Lin-	10.43149433	12.070534	7.452245195	10.34529195	1.157124149	1.388211429	1.272667789
Shmt1	chr11	autosomes	LSK+ and Lin-	91.23140953	104.6110773	45.21782338	82.27377521	1.146656374	1.819498796	1.483077585
Tmem107	chr11	autosomes	LSK+ and Lin-	19.15207426	20.24263915	17.37046807	20.4418129	1.05694239	1.176814167	1.116878278
Per1	chr11	autosomes	LSK+ and Lin-	13.80444363	14.63968637	2.632112112	2.679241833	1.060505353	1.017905666	1.03920551
Cd68	chr11	autosomes	LSK+ and Lin-	13.00587386	20.14022563	10.83189953	15.19735753	1.548548436	1.403018693	1.475783565
Clec10a	chr11	autosomes	LSK+ and Lin-	4.308665729	7.514938481	4.552119412	10.30446476	1.744145161	2.263663105	2.003904133
0610010K14Rik	chr11	autosomes	LSK+ and Lin-	68.77431108	75.20667063	58.65855817	66.72667926	1.09352852	1.137543802	1.115536161
Psmb6	chr11	autosomes	LSK+ and Lin-	160.9927127	161.8761413	146.3851513	150.17016	1.005487382	1.025856507	1.015671945
Spag7	chr11	autosomes	LSK+ and Lin-	73.3300546	80.93696132	71.12180473	75.83904303	1.103735184	1.06632619	1.085030687
Mis12	chr11	autosomes	LSK+ and Lin-	26.37832196	26.77426357	20.11767251	23.78712032	1.015010114	1.182399222	1.098704668
Emc6	chr11	autosomes	LSK+ and Lin-	57.09793981	61.54918447	54.3091827	54.34532342	1.077958061	1.000665462	1.039311762
Rpa1	chr11	autosomes	LSK+ and Lin-	127.9423698	143.3590001	87.09479603	137.4609434	1.120496677	1.578291123	1.3493939
Spag5	chr11	autosomes	LSK+ and Lin-	20.94988743	23.98685523	16.49405782	23.73299839	1.144963442	1.438881727	1.291922585
Pigs	chr11	autosomes	LSK+ and Lin-	55.35192991	60.6120275	47.99273733	56.64589889	1.095030067	1.18030148	1.137665773
Slfn5	chr11	autosomes	LSK+ and Lin-	1.260398882	1.892920486	1.715719511	1.751976679	1.501842403	1.02113234	1.261487372
AA465934	chr11	autosomes	LSK+ and Lin-	10.75765611	15.13110517	7.179467931	17.29186261	1.406542933	2.408515892	1.907529412
Tubd1	chr11	autosomes	LSK+ and Lin-	7.535083763	9.719026835	10.38617915	11.99603272	1.289836602	1.154999597	1.222418099
Msi2	chr11	autosomes	LSK+ and Lin-	12.1151698	13.59711001	11.42141035	13.64181584	1.122321043	1.194407295	1.158364169
Ankrd40	chr11	autosomes	LSK+ and Lin-	27.56768808	27.57680129	20.13214162	25.46985058	1.000330576	1.265133688	1.132732132
Fam117a	chr11	autosomes	LSK+ and Lin-	166.7226877	206.0300502	160.267045	203.2098746	1.235764928	1.267945476	1.251855202
Slc35b1	chr11	autosomes	LSK+ and Lin-	35.04387241	41.70529617	20.78032837	25.70391182	1.190088118	1.236934825	1.213511471
Kpnb1	chr11	autosomes	LSK+ and Lin-	32.54311595	36.93285189	21.92858105	32.25563918	1.134889847	1.470940555	1.302915201
Top2a	chr11	autosomes	LSK+ and Lin-	59.33865739	84.82800535	44.94409432	74.94824518	1.429557207	1.667588285	1.548572746
Igfbp4	chr11	autosomes	LSK+ and Lin-	244.2837549	390.7412933	186.0038946	300.8616298	1.599538592	1.617501776	1.608520184
Rab5c	chr11	autosomes	LSK+ and Lin-	17.50838991	27.51224021	21.02447255	28.51116594	1.571374658	1.356094232	1.463734445
Dusp3	chr11	autosomes	LSK+ and Lin-	3.310902462	3.368232562	2.448967169	2.525202066	1.017315551	1.031129407	1.024222479
Grn	chr11	autosomes	LSK+ and Lin-	86.00373168	107.8451944	92.76324996	107.3953461	1.253959478	1.157735916	1.205847697
Gosr2	chr11	autosomes	LSK+ and Lin-	77.73565495	83.61770055	64.49009198	67.0460245	1.07566728	1.039632949	1.057650115
Arf2	chr11	autosomes	LSK+ and Lin-	21.80417493	23.44620599	22.76598441	22.88889424	1.075308103	1.005398837	1.04035347
Ccdc47	chr11	autosomes	LSK+ and Lin-	36.08115893	37.00076493	34.96310464	38.12174557	1.025487152	1.090342118	1.057914635
Smarcd2	chr11	autosomes	LSK+ and Lin-	161.7791655	180.6385092	149.4084654	174.0939002	1.116574613	1.165221125	1.140897869
Grb2	chr11	autosomes	LSK+ and Lin-	92.23448177	106.805254	92.84476371	102.9574765	1.157975324	1.108920658	1.133447991
Syngr2	chr11	autosomes	LSK+ and Lin-	137.7146557	156.475173	107.2563017	119.6069755	1.136227457	1.115151032	1.125689244
Tk1	chr11	autosomes	LSK+ and Lin-	46.89008739	55.61685752	39.33810537	56.22534711	1.186111194	1.429284572	1.307697883
Birc5	chr11	autosomes	LSK+ and Lin-	24.9872489	28.9818911	21.33390269	26.41222952	1.159867227	1.238040218	1.198953722
Eif4a3	chr11	autosomes	LSK+ and Lin-	88.93165062	91.68071019	68.74668395	77.36364086	1.030912049	1.125343601	1.078127825
Alyref	chr11	autosomes	LSK+ and Lin-	279.2200778	283.33894	182.7862826	255.6733567	1.014751311	1.398755711	1.206753511
Tbcd	chr11	autosomes	LSK+ and Lin-	31.17530605	36.03785971	24.07984504	32.46899868	1.155974529	1.348389021	1.252181775
Fkbp1b	chr12	autosomes	LSK+ and Lin-	1.961399813	2.375411737	1.899872806	2.013932501	1.211079822	1.060035438	1.13555763
Heatr5a	chr12	autosomes	LSK+ and Lin-	11.80047391	14.83893599	12.70798853	17.07729647	1.257486445	1.343823724	1.300655085
Nfkbia	chr12	autosomes	LSK+ and Lin-	81.33318842	86.09612369	55.74257279	60.94090875	1.058560784	1.093256118	1.075908451
Prps1l3	chr12	autosomes	LSK+ and Lin-	36.03172488	39.89304087	33.95902511	38.15713351	1.107164339	1.12362276	1.115393549
Frmd6	chr12	autosomes	LSK+ and Lin-	8.641252179	11.59433371	7.716181242	10.50165146	1.341742316	1.360990771	1.351366543
Prkch	chr12	autosomes	LSK+ and Lin-	46.57990227	47.34952282	40.78241547	43.25072617	1.016522588	1.060523897	1.038523243
Eif2s1	chr12	autosomes	LSK+ and Lin-	41.8239056	45.64587311	42.54686541	44.69371144	1.091382368	1.050458383	1.070920375
Coq6	chr12	autosomes	LSK+ and Lin-	31.57125214	32.41764466	31.14967063	34.62153626	1.026808963	1.111457539	1.069133251
Npc2	chr12	autosomes	LSK+ and Lin-	38.87899898	43.49741182	39.62594051	47.06378742	1.118789397	1.187701461	1.153245429
Tmed10	chr12	autosomes	LSK+ and Lin-	26.04758143	34.69595948	23.11428211	28.43266021	1.332022306	1.23009056	1.281056433
Gpatch2l	chr12	autosomes	LSK+ and Lin-	17.8308126	17.96501312	18.56434232	20.83307568	1.007526326	1.122209197	1.064867762
Ankrd9	chr12	autosomes	LSK+ and Lin-	4.704298858	5.630461314	3.824717755	4.810448625	1.196875769	1.257726434	1.227301102
Siva1	chr12	autosomes	LSK+ and Lin-	62.32105448	68.27413323	49.3029049	64.12649525	1.095522754	1.30066363	1.198093192
Crip1	chr12	autosomes	LSK+ and Lin-	76.59661183	104.2837767	82.32300997	86.63964653	1.361467227	1.052435359	1.206951293
Rapgef5	chr12	autosomes	LSK+ and Lin-	1.521659091	1.993714268	1.127816559	1.394144395	1.310224005	1.236144641	1.273184323
Zkscan8	chr13	autosomes	LSK+ and Lin-	2.632483315	3.53680328	2.155391513	2.87866293	1.343523532	1.335563823	1.339543677
Hist1h4d	chr13	autosomes	LSK+ and Lin-	11.75240921	19.44033942	16.70571094	20.68658928	1.654157806	1.238294458	1.446226132
Hist1h1e	chr13	autosomes	LSK+ and Lin-	8.398235772	12.12525372	11.43288319	11.87241538	1.44378582	1.038444563	1.241115191
Hfe	chr13	autosomes	LSK+ and Lin-	6.197478576	8.616735812	6.375167608	7.286178562	1.390361533	1.142899922	1.266630727
BC005537	chr13	autosomes	LSK+ and Lin-	10.18006356	13.72527744	11.01676945	16.38145802	1.348250662	1.486956597	1.41760363
Uqcrfs1	chr13	autosomes	LSK+ and Lin-	104.2304865	119.2931806	102.1384004	116.4031512	1.144513324	1.139660996	1.14208716
Serpinb6a	chr13	autosomes	LSK+ and Lin-	13.94584182	14.17448477	14.51333919	14.6458121	1.016395062	1.009127666	1.012761364
F13a1	chr13	autosomes	LSK+ and Lin-	4.746896384	30.77711272	1.583387083	18.23155091	6.483628508	11.51427286	8.998950682
Smad5	chr13	autosomes	LSK+ and Lin-	5.804467739	8.989541525	7.383362114	7.432603851	1.548727968	1.006669284	1.277698626
Fbp1	chr13	autosomes	LSK+ and Lin-	92.4912515	132.8918016	71.75584513	128.692874	1.436804016	1.7934828	1.615143408
Fancc	chr13	autosomes	LSK+ and Lin-	6.155068114	6.809673756	6.401725362	6.519250528	1.106352299	1.018358358	1.062355328
Zfp874b	chr13	autosomes	LSK+ and Lin-	3.683907854	4.771651256	4.814970067	6.689971962	1.295268895	1.389410914	1.342339905
Mrpl36	chr13	autosomes	LSK+ and Lin-	90.63455663	97.81953496	86.38328926	92.41315546	1.07927416	1.069803619	1.074538889
Zfyve16	chr13	autosomes	LSK+ and Lin-	2.420639996	3.343566515	2.912976529	3.302982308	1.381273763	1.133885658	1.25757971
Homer1	chr13	autosomes	LSK+ and Lin-	0.944304272	1.013724478	1.094660412	1.316162726	1.073514658	1.202347972	1.137931315
F2r	chr13	autosomes	LSK+ and Lin-	25.36846906	28.27422459	23.02723538	25.60798275	1.114542014	1.112073696	1.113307855
Ppif	chr14	autosomes	LSK+ and Lin-	130.0240928	132.5067812	97.82731041	116.9825304	1.019094064	1.195806467	1.107450265
Arf4	chr14	autosomes	LSK+ and Lin-	164.1227548	166.793879	150.9184624	162.3276936	1.016275161	1.075598645	1.045936903
Phf7	chr14	autosomes	LSK+ and Lin-	14.43162854	19.88951777	18.14032349	19.42876415	1.378189421	1.071026333	1.224607877
Btd	chr14	autosomes	LSK+ and Lin-	19.82672719	21.15779769	21.72543668	24.81637732	1.06713516	1.142272889	1.104704024
Ghitm	chr14	autosomes	LSK+ and Lin-	154.1026884	158.6776796	156.977398	161.5592345	1.029687938	1.029187875	1.029437906
Cdkn3	chr14	autosomes	LSK+ and Lin-	11.96694938	12.43781465	10.11172509	13.88649448	1.039347143	1.373306172	1.206326657
Cnih1	chr14	autosomes	LSK+ and Lin-	40.77432349	45.12642897	47.28181273	47.65265777	1.106736424	1.007843291	1.057289858
Dad1	chr14	autosomes	LSK+ and Lin-	25.54961758	26.16202649	18.7875831	22.84074451	1.023969396	1.21573618	1.119852788
Psmb5	chr14	autosomes	LSK+ and Lin-	36.48209282	40.74205955	20.40831244	41.36538743	1.116768705	2.026889168	1.571828937
Nop9	chr14	autosomes	LSK+ and Lin-	40.43753896	44.15582693	28.17811292	38.90551423	1.091951391	1.380699777	1.236325584
Nynrin	chr14	autosomes	LSK+ and Lin-	9.745261583	13.11010923	12.31886098	13.42621668	1.345280382	1.089891078	1.21758573
Cryl1	chr14	autosomes	LSK+ and Lin-	21.31486331	21.42267191	19.19677448	24.09577397	1.005057907	1.255199096	1.130128501
Ska3	chr14	autosomes	LSK+ and Lin-	20.78454592	25.55016039	14.9145884	20.50468445	1.229286437	1.374807263	1.30204685
Phf11b	chr14	autosomes	LSK+ and Lin-	7.885091467	10.38247338	9.877402934	11.18658982	1.316721996	1.132543634	1.224632815
Pbk	chr14	autosomes	LSK+ and Lin-	73.85014872	80.55642125	58.86256236	81.04671257	1.090809195	1.376880471	1.233844833
Lacc1	chr14	autosomes	LSK+ and Lin-	7.441231153	7.706553973	5.148196367	6.344012261	1.035655769	1.23227861	1.133967189
Epsti1	chr14	autosomes	LSK+ and Lin-	29.27510999	31.77977967	30.87088759	34.68439308	1.085556286	1.123530802	1.104543544
Slain1	chr14	autosomes	LSK+ and Lin-	41.55790421	42.46617628	43.2839222	44.5711193	1.021855579	1.029738458	1.025797019
Rnf219	chr14	autosomes	LSK+ and Lin-	23.46980502	25.75497349	18.0680219	24.30005362	1.097366317	1.344920532	1.221143424
Ipo5	chr14	autosomes	LSK+ and Lin-	40.1803869	54.7384233	25.8176316	41.28715095	1.362316979	1.599184293	1.480750636
Stk24	chr14	autosomes	LSK+ and Lin-	29.20938217	30.4184332	27.24123088	28.39378806	1.041392557	1.042309292	1.041850925
