""	"gene_name"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"seqnames"	"start"	"end"	"width"	"strand"	"source"	"type"	"score"	"phase"	"gene_id"	"transcript_id"	"exon_number"	"exon_id"
"988"	"Mirlet7f-1"	568.925645007321	0.550751195100177	0.252779553635714	2.17878062991549	0.0293479685783731	0.145253820380301	"chr13"	48537829	48537917	89	"-"	"refGene"	"transcript"	NA	NA	"Mirlet7f-1"	"NR_029731"	NA	NA
"989"	"Mir677"	69.5328155899518	0.0453215796774304	0.479747001986794	0.0944697507013874	0.924736010401633	0.986815087215276	"chr10"	128085286	128085363	78	"+"	"refGene"	"transcript"	NA	NA	"Mir677"	"NR_030442"	NA	NA
"990"	"Gm4961"	6.93350407818803	-1.58079701395498	1.30698290678041	-1.20950090911983	0.226470462025451	0.574441208949254	"chr5"	30092940	30097686	4747	"+"	"refGene"	"transcript"	NA	NA	"Gm4961"	"NR_045694"	NA	NA
"991"	"Tjp2"	1163.18041208837	-0.831378746209703	0.202286701132385	-4.10990313033784	3.95825130095353e-05	0.000485061401032389	"chr19"	24094502	24143082	48581	"-"	"refGene"	"transcript"	NA	NA	"Tjp2"	"NM_001360391"	NA	NA
"992"	"Fchsd2"	955.784415382036	-0.451205321897639	0.219503961031721	-2.05556801698186	0.0398241732679509	0.183051239874125	"chr7"	101108775	101284405	175631	"+"	"refGene"	"transcript"	NA	NA	"Fchsd2"	"NM_199012"	NA	NA
"993"	"Mphosph6"	1669.98584584772	-0.186120808319322	0.206080720302722	-0.903145175569647	0.366448850493446	0.733420493678383	"chr8"	117791637	117801974	10338	"-"	"refGene"	"transcript"	NA	NA	"Mphosph6"	"NM_001357233"	NA	NA
"994"	"Gabra4"	949.925070765794	-2.87345969398421	0.24142253846877	-11.9022014771662	1.15265692482297e-32	1.28552520755257e-30	"chr5"	71569734	71658308	88575	"-"	"refGene"	"transcript"	NA	NA	"Gabra4"	"NM_001359041"	NA	NA
"995"	"Fubp1"	41135.4912787866	0.112279451911782	0.202664854711406	0.554015406724898	0.579568301803165	0.882084830698151	"chr3"	152210422	152236830	26409	"+"	"refGene"	"transcript"	NA	NA	"Fubp1"	"NM_001355373"	NA	NA
"996"	"Bdnf"	15752.2631215523	0.67089293170093	0.200077947724977	3.35315780339332	0.000798951406667779	0.00713944961970766	"chr2"	109675897	109727043	51147	"+"	"refGene"	"transcript"	NA	NA	"Bdnf"	"NM_001048139"	NA	NA
"997"	"Hnrnpab"	45346.5960635961	0.330327671921323	0.175554165864696	1.88162821596564	0.0598865124199157	0.246378968883422	"chr11"	51600100	51606881	6782	"-"	"refGene"	"transcript"	NA	NA	"Hnrnpab"	"NM_001048061"	NA	NA
"998"	"Rad1"	1112.83462654187	0.0866986224804658	0.198223355233047	0.437378443012105	0.661836915098137	0.916406522174976	"chr15"	10486038	10493695	7658	"+"	"refGene"	"transcript"	NA	NA	"Rad1"	"NM_001289447"	NA	NA
"999"	"Obsl1"	17.6287310761148	-0.555917869329675	0.820090115502656	-0.677874124831925	0.497851507301924	0.833440730224899	"chr1"	75496338	75506452	10115	"-"	"refGene"	"transcript"	NA	NA	"Obsl1"	"NM_001310679"	NA	NA
"1000"	"Bmf"	2.66966865729288	0.133577312709223	1.96533443510929	0.0679667085270375	0.945812135726086	0.988925614452121	"chr2"	118528757	118547599	18843	"-"	"refGene"	"transcript"	NA	NA	"Bmf"	"NM_001331221"	NA	NA
"1001"	"Mcts1"	7010.60201820227	0.223451511219773	0.188813384072479	1.18345165157359	0.236630197135711	0.589608355765757	"chrX"	38600471	38613524	13054	"+"	"refGene"	"transcript"	NA	NA	"Mcts1"	"NM_001356359"	NA	NA
"1002"	"Ccpg1"	483.405923281749	-0.416616095962813	0.230019315878727	-1.81122222006114	0.0701064599748167	0.27610775791341	"chr9"	72985504	73013938	28435	"+"	"refGene"	"transcript"	NA	NA	"Ccpg1"	"NM_001114328"	NA	NA
"1003"	"Dnajb2"	63.0908801370224	-0.249716752629634	0.496711138812735	-0.502740391984203	0.615146807223264	0.897850980574322	"chr1"	75236423	75245692	9270	"+"	"refGene"	"transcript"	NA	NA	"Dnajb2"	"NM_001159884"	NA	NA
"1004"	"Nthl1"	2.52125245796738	-0.0131520219160181	2.06137253569955	-0.00638022564492682	0.994909351001243	0.998702694056903	"chr17"	24632682	24638838	6157	"+"	"refGene"	"transcript"	NA	NA	"Nthl1"	"NM_008743"	NA	NA
"1005"	"Kcnip4"	1.89072075975563	0.531484873187634	2.34908124254873	0.226252231536692	0.821005248765161	0.965851793374368	"chr5"	48389503	48482656	93154	"-"	"refGene"	"transcript"	NA	NA	"Kcnip4"	"NM_001199243"	NA	NA
"1006"	"Pkm"	1286.89509059347	-0.0837103909738619	0.586130377575506	-0.142818721186445	0.886433351281858	0.979364076242347	"chr9"	59656368	59679375	23008	"+"	"refGene"	"transcript"	NA	NA	"Pkm"	"NM_001253883"	NA	NA
"1007"	"Tssk4"	9.17897384183274	0.319890203069084	1.1028577868643	0.290055714235479	0.771773614932871	0.95521991064891	"chr14"	55650184	55652539	2356	"+"	"refGene"	"transcript"	NA	NA	"Tssk4"	"NM_001253888"	NA	NA
"1008"	"Apbb1"	8.14868005095738	-0.513693427001982	1.21236456057831	-0.423712011803566	0.671775853959922	0.919996798367244	"chr7"	105558465	105569318	10854	"-"	"refGene"	"transcript"	NA	NA	"Apbb1"	"NM_001253887"	NA	NA
"1009"	"Mphosph9"	1404.65170622691	0.00938746605112787	0.203204201761915	0.0461972044363864	0.96315307063426	0.99218697030038	"chr5"	124250959	124327972	77014	"-"	"refGene"	"transcript"	NA	NA	"Mphosph9"	"NM_001277867"	NA	NA
"1010"	"Immt"	4892.89058385754	-0.0427836601262205	0.186235067172377	-0.229729345690951	0.818302090131236	0.965610560825108	"chr6"	71831320	71875266	43947	"+"	"refGene"	"transcript"	NA	NA	"Immt"	"NM_001253688"	NA	NA
"1011"	"Prlr"	25.9780244287336	-0.0715462837263553	0.723068691413342	-0.0989481145788622	0.921179466409947	0.986273755726224	"chr15"	10293651	10345782	52132	"+"	"refGene"	"transcript"	NA	NA	"Prlr"	"NM_001253782"	NA	NA
"1012"	"Enpp1"	1792.49089473711	1.27326190715947	0.187777654672947	6.78068915802104	1.19603965172772e-11	3.53764977773421e-10	"chr10"	24637914	24712159	74246	"-"	"refGene"	"transcript"	NA	NA	"Enpp1"	"NM_008813"	NA	NA
"1013"	"Pmepa1"	4269.76750910659	-0.299238868152671	0.201221916416255	-1.48710872792631	0.136986096741014	0.428066675458943	"chr2"	173224465	173276533	52069	"-"	"refGene"	"transcript"	NA	NA	"Pmepa1"	"NM_022995"	NA	NA
"1014"	"Mtrr"	1103.74482986574	0.237003170673117	0.201373163597456	1.17693523029158	0.239221359088562	0.593385452601279	"chr13"	68560780	68582169	21390	"-"	"refGene"	"transcript"	NA	NA	"Mtrr"	"NR_131892"	NA	NA
"1015"	"Csf3r"	19.7111943649508	-0.431127141850393	0.773234194022342	-0.557563471951081	0.577142505646289	0.880794471287762	"chr4"	126024659	126044975	20317	"+"	"refGene"	"transcript"	NA	NA	"Csf3r"	"NR_045561"	NA	NA
"1016"	"Sumo3"	2727.94987470123	-0.306993354971108	0.199310257800924	-1.54027875112048	0.123492421006432	0.403238402286107	"chr10"	77613709	77618331	4623	"+"	"refGene"	"transcript"	NA	NA	"Sumo3"	"NR_125903"	NA	NA
"1017"	"Hipk1"	10662.405544589	0.0756932287503798	0.202115936352344	0.374504010502297	0.708029373388417	0.931812788342685	"chr3"	103745156	103791561	46406	"-"	"refGene"	"transcript"	NA	NA	"Hipk1"	"NR_125731"	NA	NA
"1018"	"Brd8"	3418.85720349387	0.00555726094300935	0.181538258918502	0.0306120647852207	0.975578920352691	0.99527296111124	"chr18"	34598615	34624863	26249	"-"	"refGene"	"transcript"	NA	NA	"Brd8"	"NM_030147"	NA	NA
"1019"	"Apool"	2004.66314180389	-0.494929356937457	0.187450309304995	-2.64032296757736	0.00828270531662148	0.0529144233526791	"chrX"	112311352	112372755	61404	"+"	"refGene"	"transcript"	NA	NA	"Apool"	"NM_001313734"	NA	NA
"1020"	"Ppt2"	12.3629853323974	0.424955578398096	1.10058760617749	0.386116994242769	0.699410024369963	0.929829136885089	"chr17"	34616662	34628279	11618	"-"	"refGene"	"transcript"	NA	NA	"Ppt2"	"NM_001302393"	NA	NA
"1021"	"Pbx3"	1082.32729219552	-0.0346235435442748	0.21997821408574	-0.157395329751971	0.874933293901671	0.976386381625816	"chr2"	34171457	34372045	200589	"-"	"refGene"	"transcript"	NA	NA	"Pbx3"	"NM_001290576"	NA	NA
"1022"	"Plpp2"	235.81684177924	0.184137848938182	0.361804026217462	0.508943614760954	0.610791747396093	0.896537933324379	"chr10"	79526424	79533787	7364	"-"	"refGene"	"transcript"	NA	NA	"Plpp2"	"NM_001302389"	NA	NA
"1023"	"Kmt2b"	26.6834501853543	-0.722381284645506	0.671360184498166	-1.0759966130334	0.281928771161244	0.644338241572172	"chr7"	30568855	30588726	19872	"-"	"refGene"	"transcript"	NA	NA	"Kmt2b"	"NM_001290573"	NA	NA
"1024"	"Kctd9"	2292.63882438422	0.441212258646465	0.186956605666783	2.35997148682111	0.018276339739982	0.100436096195233	"chr14"	67716098	67742310	26213	"+"	"refGene"	"transcript"	NA	NA	"Kctd9"	"NM_134073"	NA	NA
"1025"	"Dusp28"	17.2641069297092	-3.97005533062232	1.10073368837315	-3.60673555516406	0.000310073378322775	0.0030850800096333	"chr1"	92906989	92908620	1632	"+"	"refGene"	"transcript"	NA	NA	"Dusp28"	"NM_175118"	NA	NA
"1026"	"Ikzf5"	7771.84739752229	0.167269428994334	0.217166816510962	0.770234751707062	0.441160653021275	0.795716413550969	"chr7"	131388649	131410478	21830	"-"	"refGene"	"transcript"	NA	NA	"Ikzf5"	"NM_175115"	NA	NA
"1027"	"Actn1"	14276.157621484	-0.171864967839557	0.207055207367414	-0.8300441704641	0.406513810620981	0.769007387583	"chr12"	80167542	80260371	92830	"-"	"refGene"	"transcript"	NA	NA	"Actn1"	"NM_134156"	NA	NA
"1028"	"Rps19bp1"	74.8785698349486	-0.0455194052351802	0.568135681241076	-0.0801206590928144	0.936141291986239	0.987887226682038	"chr15"	80260614	80264306	3693	"-"	"refGene"	"transcript"	NA	NA	"Rps19bp1"	"NM_175109"	NA	NA
"1029"	"Slc16a13"	3.12393164152315	0.0800651802418051	1.83829456941757	0.0435540536178445	0.965259876816812	0.992652162147567	"chr11"	70216792	70220994	4203	"-"	"refGene"	"transcript"	NA	NA	"Slc16a13"	"NM_172371"	NA	NA
"1030"	"Zranb1"	3741.64103047999	-0.307710279817071	0.184090517571708	-1.67151618603717	0.0946197643431807	0.339305720240613	"chr7"	132931176	132986391	55216	"+"	"refGene"	"transcript"	NA	NA	"Zranb1"	"NM_207302"	NA	NA
"1031"	"Tom1l2"	125.521232609541	0.386372400280304	0.362590943828704	1.06558756322065	0.28661012365803	0.648750762911905	"chr11"	60240570	60352905	112336	"-"	"refGene"	"transcript"	NA	NA	"Tom1l2"	"NM_001039093"	NA	NA
"1032"	"Pex10"	35.7824047127341	0.487237203966134	0.586160612433292	0.831234978316773	0.405840898460799	0.769007387583	"chr4"	155067030	155072406	5377	"+"	"refGene"	"transcript"	NA	NA	"Pex10"	"NM_001042407"	NA	NA
"1033"	"Rad52"	263.249110638366	0.150125674304969	0.281745829838427	0.532840803326393	0.594143785822795	0.888657147154785	"chr6"	119902698	119921308	18611	"+"	"refGene"	"transcript"	NA	NA	"Rad52"	"NM_001166383"	NA	NA
"1034"	"Traf3"	2349.67783313431	0.256028712169854	0.195067791399119	1.31251146246899	0.189347621084059	0.519371597349099	"chr12"	111166370	111267155	100786	"+"	"refGene"	"transcript"	NA	NA	"Traf3"	"NM_011632"	NA	NA
"1035"	"Hsp90b1"	102063.970773098	0.0873115926589853	0.1846986521733	0.472724579370846	0.636409688282758	0.906178363551468	"chr10"	86690841	86705444	14604	"-"	"refGene"	"transcript"	NA	NA	"Hsp90b1"	"NM_011631"	NA	NA
"1036"	"Nrg1"	2832.82328094864	-1.06373985915942	0.202924249507219	-5.24205392772233	1.58798940662058e-07	2.85937466746562e-06	"chr8"	31814551	31918843	104293	"-"	"refGene"	"transcript"	NA	NA	"Nrg1"	"NM_001364422"	NA	NA
"1037"	"Ralbp1"	4067.09566007962	0.0203040862828175	0.188066581343221	0.1079622234732	0.914025658306669	0.984150814689842	"chr17"	65848428	65884923	36496	"-"	"refGene"	"transcript"	NA	NA	"Ralbp1"	"NM_001198949"	NA	NA
"1038"	"Arhgef2"	1231.99838864526	0.263194018003263	0.195602120374535	1.34555810284318	0.178445071199291	0.501717654747742	"chr3"	88621394	88648052	26659	"+"	"refGene"	"transcript"	NA	NA	"Arhgef2"	"NM_001198913"	NA	NA
"1039"	"Fip1l1"	6078.187166666	0.4406172103012	0.180155917415463	2.44575485847118	0.0144549246179836	0.0829529319820224	"chr5"	74535482	74597124	61643	"+"	"refGene"	"transcript"	NA	NA	"Fip1l1"	"NM_001159573"	NA	NA
"1040"	"Smco1"	82.7258735050567	0.219666594267941	0.428086508241958	0.513135990129789	0.607856197618347	0.894518111186762	"chr16"	32271480	32274781	3302	"+"	"refGene"	"transcript"	NA	NA	"Smco1"	"NM_183283"	NA	NA
"1041"	"Tada2b"	2049.47487597212	0.316477129949455	0.195720262733208	1.61698704840211	0.105881076641046	0.364602931937467	"chr5"	36473670	36484285	10616	"-"	"refGene"	"transcript"	NA	NA	"Tada2b"	"NM_001170454"	NA	NA
"1042"	"Wbp2"	366.978354703445	0.33391255526002	0.260532918244375	1.28165207494746	0.199964723806944	0.534440364371263	"chr11"	116078571	116086995	8425	"-"	"refGene"	"transcript"	NA	NA	"Wbp2"	"NM_001347642"	NA	NA
"1043"	"Matn3"	29.1428938396285	-1.69178426352148	0.673506271758485	-2.51190573044604	0.0120081161163104	0.0712415532228281	"chr12"	8947929	8972028	24100	"+"	"refGene"	"transcript"	NA	NA	"Matn3"	"NM_010770"	NA	NA
"1044"	"Apaf1"	3925.33188848974	0.00515251946913353	0.187672770441123	0.0274548058145173	0.978096985981184	0.995791766863057	"chr10"	90989311	91082743	93433	"-"	"refGene"	"transcript"	NA	NA	"Apaf1"	"NM_009684"	NA	NA
"1045"	"Mon1b"	536.422561550803	-0.0694025800906569	0.243027104090426	-0.285575472540024	0.775203291519884	0.955309914908142	"chr8"	113635799	113645192	9394	"+"	"refGene"	"transcript"	NA	NA	"Mon1b"	"NM_173015"	NA	NA
"1046"	"Enox2"	574.056099616636	-0.164930048449342	0.221876210628481	-0.743342641296087	0.457274261420205	0.805070190685025	"chrX"	49009707	49288242	278536	"-"	"refGene"	"transcript"	NA	NA	"Enox2"	"NM_001271447"	NA	NA
"1047"	"Kcnma1"	4.79822052031442	-0.539768984651301	1.4957810712025	-0.36086095421529	0.718203393586546	0.934402173532916	"chr14"	23298694	24004205	705512	"-"	"refGene"	"transcript"	NA	NA	"Kcnma1"	"NM_001253367"	NA	NA
"1048"	"Haghl"	16.0339622436399	-0.124093960894372	0.92918820578215	-0.133550942771508	0.893757678553591	0.980607806002016	"chr17"	25782787	25785586	2800	"-"	"refGene"	"transcript"	NA	NA	"Haghl"	"NM_001271437"	NA	NA
"1049"	"Orc6"	8238.04080029701	0.353955821307784	0.185568797474982	1.90741022264535	0.0564674866364911	0.235266764833051	"chr8"	85299632	85308279	8648	"+"	"refGene"	"transcript"	NA	NA	"Orc6"	"NM_001163791"	NA	NA
"1050"	"Camsap1"	925.7676241389	-0.261131203873277	0.20268283461561	-1.28837355353015	0.197615960201324	0.531222126198887	"chr2"	25926838	25983282	56445	"-"	"refGene"	"transcript"	NA	NA	"Camsap1"	"NM_001276360"	NA	NA
"1051"	"Dst"	14230.6262380316	0.0467786511698447	0.172255396982186	0.271565663482127	0.785956004086118	0.957374399355429	"chr1"	33908225	34308662	400438	"+"	"refGene"	"transcript"	NA	NA	"Dst"	"NM_001276764"	NA	NA
"1052"	"Usp29"	44.1596703304616	-8.9537498466309	1.53273147890344	-5.8416950195586	5.16723406318304e-09	1.13497704529793e-07	"chr7"	6730583	6967219	236637	"+"	"refGene"	"transcript"	NA	NA	"Usp29"	"NM_001290994"	NA	NA
"1053"	"Slc30a4"	48808.5469221844	1.61235943228045	0.201263639230551	8.01118094875281	1.13612142491872e-15	4.86469611318619e-14	"chr2"	122681233	122702663	21431	"-"	"refGene"	"transcript"	NA	NA	"Slc30a4"	"NM_001290993"	NA	NA
"1054"	"Cdk10"	13.6957071262607	-0.389401354981226	1.02923801216764	-0.378339461210844	0.705178434391536	0.93130740603643	"chr8"	123224841	123232256	7416	"+"	"refGene"	"transcript"	NA	NA	"Cdk10"	"NM_194446"	NA	NA
"1055"	"Hnrnpr"	24229.4483841115	-0.0692959039876734	0.190040383336132	-0.364637782618587	0.715381807441082	0.934402173532916	"chr4"	136311598	136345979	34382	"+"	"refGene"	"transcript"	NA	NA	"Hnrnpr"	"NM_001355182"	NA	NA
"1056"	"Wdr37"	3538.34988107067	0.143164576960855	0.201193789531975	0.711575527723247	0.476727665688621	0.818556024139181	"chr13"	8802966	8871044	68079	"-"	"refGene"	"transcript"	NA	NA	"Wdr37"	"NM_172445"	NA	NA
"1057"	"Tfpt"	9.97306575160317	-0.630638379043578	1.09219691067531	-0.577403555054605	0.563666873213624	0.872819399826238	"chr7"	3620324	3629929	9606	"-"	"refGene"	"transcript"	NA	NA	"Tfpt"	"NM_023524"	NA	NA
"1058"	"Polg"	372.741592717066	-0.254198795599105	0.265444451101079	-0.957634618258826	0.33824703634426	0.706600858412206	"chr7"	79446231	79466273	20043	"-"	"refGene"	"transcript"	NA	NA	"Polg"	"NM_017462"	NA	NA
"1059"	"Cyba"	2.05656673096132	-4.52913830949504	2.70597269617701	-1.6737561010478	0.0941785431192327	0.338259212951618	"chr8"	122424771	122432940	8170	"-"	"refGene"	"transcript"	NA	NA	"Cyba"	"NM_007806"	NA	NA
"1060"	"Slc26a2"	397.753536285969	-0.411549738179077	0.238173026026854	-1.72794436483615	0.0839981993596661	0.312430737897497	"chr18"	61196854	61211596	14743	"-"	"refGene"	"transcript"	NA	NA	"Slc26a2"	"NM_007885"	NA	NA
"1061"	"Dsg2"	78.5110175551121	0.338089943430751	0.450540777985979	0.750409197014508	0.45300829349769	0.802639201792028	"chr18"	20558074	20604526	46453	"+"	"refGene"	"transcript"	NA	NA	"Dsg2"	"NM_007883"	NA	NA
"1062"	"Vldlr"	251.657828490571	-2.33598120169786	0.283753456244586	-8.23243259347058	1.8344938144711e-16	8.43222444370471e-15	"chr19"	27216484	27254231	37748	"+"	"refGene"	"transcript"	NA	NA	"Vldlr"	"NM_001347441"	NA	NA
"1063"	"Smarca2"	2238.39615127994	-0.748795694115847	0.217781293481047	-3.43829206883195	0.000585395926020564	0.00546179713855892	"chr19"	26748165	26778321	30157	"+"	"refGene"	"transcript"	NA	NA	"Smarca2"	"NM_001347439"	NA	NA
"1064"	"Ptprk"	3694.85521319356	-0.723867503486971	0.182213048706573	-3.97264360936439	7.10793565760492e-05	0.000813539143245521	"chr10"	28074820	28597397	522578	"+"	"refGene"	"transcript"	NA	NA	"Ptprk"	"NM_008983"	NA	NA
"1065"	"Cpne9"	54.9887698988034	-0.607529490117325	0.488720321022793	-1.24310257622578	0.213830036585482	0.55490128722138	"chr6"	113282307	113305571	23265	"+"	"refGene"	"transcript"	NA	NA	"Cpne9"	"NM_170673"	NA	NA
"1066"	"Gnas"	39966.1787536317	0.219693795672553	0.190790314365331	1.15149344139072	0.249529291915802	0.605749180618659	"chr2"	174284320	174346742	62423	"+"	"refGene"	"transcript"	NA	NA	"Gnas"	"NM_022000"	NA	NA
"1067"	"Rpusd4"	182.162287027716	0.107271960449126	0.309996428138117	0.34604256924319	0.7293107230762	0.937721836215471	"chr9"	35267881	35275957	8077	"+"	"refGene"	"transcript"	NA	NA	"Rpusd4"	"NM_028040"	NA	NA
"1068"	"Ppp6r2"	233.547758374838	-0.067244742431498	0.278303785660777	-0.241623527584574	0.80907188979859	0.964651867764187	"chr15"	89211559	89287012	75454	"+"	"refGene"	"transcript"	NA	NA	"Ppp6r2"	"NM_001356970"	NA	NA
"1069"	"Irak2"	527.584292446382	0.866719114346886	0.225968437971662	3.83557598630468	0.000125270367578311	0.00136328651917486	"chr6"	113638467	113695027	56561	"+"	"refGene"	"transcript"	NA	NA	"Irak2"	"NM_172161"	NA	NA
"1070"	"Msrb2"	39.4761861345549	0.292814090827354	0.554044952403955	0.528502406811683	0.597150677022289	0.890234587231671	"chr2"	19371636	19394971	23336	"+"	"refGene"	"transcript"	NA	NA	"Msrb2"	"NM_029619"	NA	NA
"1071"	"Knl1"	34892.8598724095	0.255599200248987	0.204132954556563	1.2521212011271	0.210525703400344	0.550131920812314	"chr2"	119047119	119110497	63379	"+"	"refGene"	"transcript"	NA	NA	"Knl1"	"NM_029617"	NA	NA
"1072"	"6030458C11Rik"	2556.28365560083	0.257233602593569	0.201895545667149	1.2740925102808	0.202630632469712	0.538703051935073	"chr15"	12819904	12824657	4754	"-"	"refGene"	"transcript"	NA	NA	"6030458C11Rik"	"NM_001166360"	NA	NA
"1073"	"Smim10l1"	26973.9175474208	-0.14401904479512	0.205464855699673	-0.70094247653541	0.483338914634291	0.823519299484077	"chr6"	133105239	133110899	5661	"+"	"refGene"	"transcript"	NA	NA	"Smim10l1"	"NM_001271583"	NA	NA
"1074"	"Rerg"	41.7613156489335	-3.55496383730885	0.653397601163962	-5.44073597909763	5.30609027097245e-08	1.03580353769987e-06	"chr6"	137054825	137169718	114894	"-"	"refGene"	"transcript"	NA	NA	"Rerg"	"NM_001164212"	NA	NA
"1075"	"Rit1"	159.701067368968	-0.159115331241734	0.338034305286415	-0.470707643435526	0.6378495253606	0.907023800913751	"chr3"	88716854	88731048	14195	"+"	"refGene"	"transcript"	NA	NA	"Rit1"	"NM_001163310"	NA	NA
"1076"	"Pcgf2"	49.7643975963049	-0.226844838440546	0.506865961937442	-0.447544036244722	0.654482300035044	0.913203069595983	"chr11"	97688823	97699648	10826	"-"	"refGene"	"transcript"	NA	NA	"Pcgf2"	"NM_001163308"	NA	NA
"1077"	"Pum2"	32595.8994154966	0.205129118544989	0.20846341158304	0.98400538006775	0.325112867616232	0.693976087002186	"chr12"	8674134	8752583	78450	"+"	"refGene"	"transcript"	NA	NA	"Pum2"	"NM_001160222"	NA	NA
"1078"	"Gm7616"	5.89451956743393	-0.356688753559973	1.35649352698404	-0.262949101093772	0.792589810312029	0.960153161038712	"chr9"	59951294	59959044	7751	"+"	"refGene"	"transcript"	NA	NA	"Gm7616"	"NM_001101600"	NA	NA
"1079"	"Scoc"	30608.804873508	-0.110782666783025	0.20517738018474	-0.53993606255854	0.58924112675413	0.88689729312606	"chr8"	83434492	83458396	23905	"-"	"refGene"	"transcript"	NA	NA	"Scoc"	"NM_001039137"	NA	NA
"1080"	"Ptger4"	1510.54957028881	0.601267520594577	0.209531453338532	2.86958120613583	0.00411015776909912	0.0293317657857287	"chr15"	5233399	5244187	10789	"-"	"refGene"	"transcript"	NA	NA	"Ptger4"	"NM_001136079"	NA	NA
"1081"	"Ptpn21"	1621.86631744629	0.280942401971925	0.236240415312862	1.18922243511916	0.234352148328639	0.585758227589322	"chr12"	98676741	98737405	60665	"-"	"refGene"	"transcript"	NA	NA	"Ptpn21"	"NM_001146199"	NA	NA
"1082"	"Serpinb9c"	1.87753270430377	0.573091612780652	2.77336448117322	0.206641289549586	0.836290011747657	0.96910858120688	"chr13"	33149275	33159754	10480	"-"	"refGene"	"transcript"	NA	NA	"Serpinb9c"	"NM_001164524"	NA	NA
"1083"	"Snrpa"	71.9765220650541	-0.0717419936327549	0.530981993074761	-0.135111914468734	0.892523390176047	0.980607806002016	"chr7"	27187006	27196271	9266	"-"	"refGene"	"transcript"	NA	NA	"Snrpa"	"NM_001285825"	NA	NA
"1084"	"Mro"	8.04022586808334	-0.43361237005313	1.16969162772238	-0.370706568959086	0.710856097096921	0.933128345705603	"chr18"	73863595	73879134	15540	"+"	"refGene"	"transcript"	NA	NA	"Mro"	"NM_001360973"	NA	NA
"1085"	"Hspbp1"	11.4340147967265	-0.63556643341503	0.994245961561466	-0.639244671828359	0.522663775420371	0.848275291000405	"chr7"	4660516	4684981	24466	"-"	"refGene"	"transcript"	NA	NA	"Hspbp1"	"NM_001360629"	NA	NA
"1086"	"Lrrn4cl"	91.082018000152	-0.436195532850545	0.387666065418185	-1.12518368709939	0.260511204303056	0.617690505857476	"chr19"	8850768	8853909	3142	"+"	"refGene"	"transcript"	NA	NA	"Lrrn4cl"	"NM_001360628"	NA	NA
"1087"	"Ptprc"	8.43265112877688	1.02061595771248	1.17963621747845	0.865195509081697	0.386931489884967	0.752325153390812	"chr1"	138062859	138175305	112447	"-"	"refGene"	"transcript"	NA	NA	"Ptprc"	"NM_011210"	NA	NA
"1088"	"Bcat1"	3336.96608096263	0.0149305663293468	0.183832383400371	0.0812183688922173	0.9352682915111	0.987887226682038	"chr6"	144993835	145076157	82323	"-"	"refGene"	"transcript"	NA	NA	"Bcat1"	"NM_007532"	NA	NA
"1089"	"Mmp23"	6.61162974143446	1.48358118518102	1.48513435892039	0.998954186380489	0.31781688507102	0.686654381366085	"chr4"	155650655	155653384	2730	"-"	"refGene"	"transcript"	NA	NA	"Mmp23"	"NM_011985"	NA	NA
"1090"	"Fhod3"	107.136452348124	-0.700750937755544	0.392007292608356	-1.78759668753317	0.0738411002939883	0.284588732781132	"chr18"	24708623	25133507	424885	"+"	"refGene"	"transcript"	NA	NA	"Fhod3"	"NM_001289655"	NA	NA
"1091"	"Abi1"	13248.1163058911	0.0400202702148212	0.203705523060601	0.19646139001796	0.844249050043364	0.970012019349398	"chr2"	22940074	23040241	100168	"-"	"refGene"	"transcript"	NA	NA	"Abi1"	"NM_145994"	NA	NA
"1092"	"Slc25a32"	6849.34529515388	0.326193487699008	0.202331141668251	1.61217638080571	0.106923563436279	0.366700669167519	"chr15"	39094191	39112716	18526	"-"	"refGene"	"transcript"	NA	NA	"Slc25a32"	"NM_172402"	NA	NA
"1093"	"Mbnl3"	10529.4287008651	0.733886053444006	0.218833541958042	3.35362690233619	0.000797598301173259	0.00713178791732733	"chrX"	51113494	51205990	92497	"-"	"refGene"	"transcript"	NA	NA	"Mbnl3"	"NM_134163"	NA	NA
"1094"	"Zfp809"	1331.14315132813	0.0757189544823178	0.198532545562689	0.381393157820609	0.702911537318396	0.930681786066608	"chr9"	22225712	22239693	13982	"+"	"refGene"	"transcript"	NA	NA	"Zfp809"	"NM_001164624"	NA	NA
"1095"	"4933406I18Rik"	12.0742657508007	6.99112621395105	1.74075104976079	4.01615510437966	5.91553309196894e-05	0.000690241480893407	"chr7"	114315479	114415161	99683	"-"	"refGene"	"transcript"	NA	NA	"4933406I18Rik"	"NR_029437"	NA	NA
"1096"	"Nox1"	2.12518448147282	0.157093532672498	2.63605949932032	0.0595940769595688	0.95247893588765	0.988925614452121	"chrX"	134086421	134111854	25434	"-"	"refGene"	"transcript"	NA	NA	"Nox1"	"NM_172203"	NA	NA
"1097"	"Zfp87"	870.492032775542	0.0388218628674258	0.207369761000881	0.187210819359824	0.851495342189283	0.971746271103434	"chr13"	67515782	67526231	10450	"-"	"refGene"	"transcript"	NA	NA	"Zfp87"	"NM_133228"	NA	NA
"1098"	"Dlg1"	8641.60051280778	-0.53238645711209	0.178325630393507	-2.98547357403019	0.00283139600999139	0.0215075471994435	"chr16"	31663935	31873356	209422	"+"	"refGene"	"transcript"	NA	NA	"Dlg1"	"NM_001357282"	NA	NA
