gene_name	Chromosome	seqnames	Cell Type	Lin- WT rep1 (FPKM)	Lin- XistΔ/Δ rep1 (FPK	Lin- WT rep2 (FPKM)	Lin- XistΔ/Δ rep2 (FPK	FoldChange_1	FoldChange_2	FoldChange
Zfp512	chr5	autosomes	"LSK+, LSK- and Lin- (Common)"	7.845615	9.140495	9.079545	10.09947	1.16504506	1.112332171	1.138688616
Maea	chr5	autosomes	"LSK+, LSK- and Lin- (Common)"	46.56419	52.68973	49.22408	56.36303	1.131550447	1.145029628	1.138290037
Tacc3	chr5	autosomes	"LSK+, LSK- and Lin- (Common)"	26.47508	32.71121	24.71783	26.79368	1.235547164	1.083981887	1.159764525
Tada2b	chr5	autosomes	"LSK+, LSK- and Lin- (Common)"	7.805727	7.824615	7.935301	11.18093	1.002419762	1.409011454	1.205715608
Stim2	chr5	autosomes	"LSK+, LSK- and Lin- (Common)"	12.00355	12.66086	15.01673	15.05113	1.054759634	1.002290778	1.028525206
Rfc1	chr5	autosomes	"LSK+, LSK- and Lin- (Common)"	32.2661	33.11672	31.14872	32.06086	1.026362653	1.029283386	1.02782302
Atp10d	chr5	autosomes	"LSK+, LSK- and Lin- (Common)"	7.153063	9.332068	10.92328	11.34128	1.304625445	1.038266894	1.17144617
Sec31a	chr5	autosomes	"LSK+, LSK- and Lin- (Common)"	66.669	72.19525	54.56087	54.92813	1.082890849	1.006731198	1.044811023
Pigg	chr5	autosomes	"LSK+, LSK- and Lin- (Common)"	3.738095	4.890081	4.153357	4.390037	1.308174618	1.056985229	1.182579924
Gak	chr5	autosomes	"LSK+, LSK- and Lin- (Common)"	42.0548	44.65718	45.45639	46.24281	1.061880689	1.017300538	1.039590613
Ankle2	chr5	autosomes	"LSK+, LSK- and Lin- (Common)"	25.30907	26.11518	24.1708	24.87418	1.031850637	1.029100402	1.03047552
Coro1c	chr5	autosomes	"LSK+, LSK- and Lin- (Common)"	46.09849	52.00476	43.34662	50.58058	1.128122852	1.166886369	1.14750461
Oasl2	chr5	autosomes	"LSK+, LSK- and Lin- (Common)"	6.851917	10.13777	3.558079	6.690402	1.479552365	1.880341049	1.679946707
Oasl1	chr5	autosomes	"LSK+, LSK- and Lin- (Common)"	7.881296	11.4042	11.38614	22.47569	1.44699552	1.973951664	1.710473592
Oas2	chr5	autosomes	"LSK+, LSK- and Lin- (Common)"	2.711638	8.570579	5.660941	10.24425	3.160664882	1.809637302	2.485151092
Oas3	chr5	autosomes	"LSK+, LSK- and Lin- (Common)"	7.234974	17.29738	12.30432	25.4219	2.390800575	2.066095485	2.22844803
Oas1g	chr5	autosomes	"LSK+, LSK- and Lin- (Common)"	0.1186915	1.486285	0	2.853354	12.52225307	#DIV/0!	#DIV/0!
Oas1a	chr5	autosomes	"LSK+, LSK- and Lin- (Common)"	3.360149	6.214396	5.389322	10.79793	1.849440605	2.003578558	1.926509581
Ptpn11	chr5	autosomes	"LSK+, LSK- and Lin- (Common)"	29.97262	31.71117	31.77408	36.02274	1.058004606	1.13371465	1.095859628
Trafd1	chr5	autosomes	"LSK+, LSK- and Lin- (Common)"	16.95762	20.09611	17.97333	22.02181	1.185078449	1.2252493	1.205163874
Brap	chr5	autosomes	"LSK+, LSK- and Lin- (Common)"	16.12107	19.42075	17.00464	18.85706	1.204681203	1.108936149	1.156808676
Anapc7	chr5	autosomes	"LSK+, LSK- and Lin- (Common)"	15.70177	17.30671	14.96093	17.06597	1.102213954	1.140702483	1.121458219
Atp2a2	chr5	autosomes	"LSK+, LSK- and Lin- (Common)"	41.94396	43.26039	41.69356	45.20935	1.031385449	1.084324534	1.057854991
Setd8	chr5	autosomes	"LSK+, LSK- and Lin- (Common)"	122.8461	129.8681	116.9625	120.5593	1.057160952	1.030751737	1.043956344
Snrnp35	chr5	autosomes	"LSK+, LSK- and Lin- (Common)"	7.683517	10.0078	8.822653	9.451156	1.302502487	1.071237416	1.186869951
Atp6v0a2	chr5	autosomes	"LSK+, LSK- and Lin- (Common)"	13.07118	16.45436	14.76023	15.7571	1.258827436	1.067537565	1.163182501
Lrwd1	chr5	autosomes	"LSK+, LSK- and Lin- (Common)"	26.72862	27.87771	25.28798	28.57446	1.042990996	1.12996214	1.086476568
Plod3	chr5	autosomes	"LSK+, LSK- and Lin- (Common)"	18.59151	24.47745	19.91383	22.94621	1.316592896	1.152275077	1.234433987
Gnb2	chr5	autosomes	"LSK+, LSK- and Lin- (Common)"	108.9271	135.9288	120.5336	139.8582	1.247887808	1.16032542	1.204106614
Pdap1	chr5	autosomes	"LSK+, LSK- and Lin- (Common)"	67.92357	70.45973	50.38198	66.62858	1.037338438	1.32246847	1.179903454
Rbm28	chr6	autosomes	"LSK+, LSK- and Lin- (Common)"	11.32239	11.90086	9.558526	10.79552	1.051090803	1.129412631	1.090251717
Parp12	chr6	autosomes	"LSK+, LSK- and Lin- (Common)"	4.41103	6.534555	3.820951	8.089252	1.481412505	2.117078183	1.799245344
Cul1	chr6	autosomes	"LSK+, LSK- and Lin- (Common)"	44.29954	54.68252	41.21403	51.27028	1.234381215	1.244000647	1.239190931
Gars	chr6	autosomes	"LSK+, LSK- and Lin- (Common)"	51.35792	52.29789	41.03087	52.93878	1.018302338	1.290218316	1.154260327
Gng12	chr6	autosomes	"LSK+, LSK- and Lin- (Common)"	22.46721	24.15901	21.39467	22.73992	1.07530085	1.06287781	1.06908933
Mbd4	chr6	autosomes	"LSK+, LSK- and Lin- (Common)"	6.475062	6.732113	9.202806	9.397373	1.039698616	1.021142139	1.030420377
Usp18	chr6	autosomes	"LSK+, LSK- and Lin- (Common)"	3.998125	7.746913	6.217205	8.705413	1.937636517	1.400213279	1.668924898
Cdca3	chr6	autosomes	"LSK+, LSK- and Lin- (Common)"	58.2575	61.01284	45.58709	48.23753	1.047295885	1.058140145	1.052718015
BC064078	chr6	autosomes	"LSK+, LSK- and Lin- (Common)"	10.37837	21.40196	8.660604	13.04493	2.062169686	1.506237902	1.784203794
Asun	chr6	autosomes	"LSK+, LSK- and Lin- (Common)"	26.18425	26.27623	24.89073	30.6425	1.003512799	1.231080808	1.117296803
Ppp6r1	chr7	autosomes	"LSK+, LSK- and Lin- (Common)"	77.70318	90.86486	83.0305	86.45538	1.169384059	1.041248457	1.105316258
Tmem150b	chr7	autosomes	"LSK+, LSK- and Lin- (Common)"	1.436938	1.910101	1.481259	1.59052	1.329285606	1.073762252	1.201523929
U2af2	chr7	autosomes	"LSK+, LSK- and Lin- (Common)"	44.70196	49.15729	38.32823	44.07275	1.099667442	1.149876997	1.124772219
6330408A02Rik	chr7	autosomes	"LSK+, LSK- and Lin- (Common)"	1.369592	1.738596	1.028035	1.230885	1.269426223	1.197318185	1.233372204
Ercc2	chr7	autosomes	"LSK+, LSK- and Lin- (Common)"	6.196436	6.722311	4.933493	7.184414	1.084867333	1.456253004	1.270560169
Xrcc1	chr7	autosomes	"LSK+, LSK- and Lin- (Common)"	21.78437	27.92474	21.9885	24.12323	1.281870442	1.09708393	1.189477186
Hnrnpul1	chr7	autosomes	"LSK+, LSK- and Lin- (Common)"	250.1263	253.7557	230.3544	239.1174	1.014510269	1.038041383	1.026275826
Snrpa	chr7	autosomes	"LSK+, LSK- and Lin- (Common)"	54.98013	57.22352	36.09902	51.26381	1.04080365	1.420088689	1.23044617
Supt5	chr7	autosomes	"LSK+, LSK- and Lin- (Common)"	60.25659	62.03742	50.09279	57.89528	1.029554112	1.155760739	1.092657426
Actn4	chr7	autosomes	"LSK+, LSK- and Lin- (Common)"	99.59946	104.7614	101.4051	111.8801	1.051826988	1.103298552	1.07756277
Uba2	chr7	autosomes	"LSK+, LSK- and Lin- (Common)"	74.30099	81.92957	67.22753	72.30649	1.10267131	1.075548812	1.089110061
Faap24	chr7	autosomes	"LSK+, LSK- and Lin- (Common)"	14.9477	15.79632	11.05158	16.12886	1.056772614	1.459416663	1.258094638
Nucb1	chr7	autosomes	"LSK+, LSK- and Lin- (Common)"	87.92167	111.7754	73.20132	80.59836	1.271306607	1.101050637	1.186178622
Nomo1	chr7	autosomes	"LSK+, LSK- and Lin- (Common)"	33.00057	33.24668	27.99941	33.70624	1.00745775	1.203819652	1.105638701
Atp10a	chr7	autosomes	"LSK+, LSK- and Lin- (Common)"	6.780303	7.24047	7.16335	9.101668	1.067868206	1.270588202	1.169228204
Lrrk1	chr7	autosomes	"LSK+, LSK- and Lin- (Common)"	9.559567	11.60843	8.717818	9.3274	1.214325921	1.06992369	1.142124805
Crtc3	chr7	autosomes	"LSK+, LSK- and Lin- (Common)"	13.94462	14.2762	13.5344	13.79712	1.023778346	1.019411278	1.021594812
Zfp592	chr7	autosomes	"LSK+, LSK- and Lin- (Common)"	26.18387	27.85894	27.17264	28.78441	1.063973355	1.059315915	1.061644635
Gab2	chr7	autosomes	"LSK+, LSK- and Lin- (Common)"	14.56487	16.85916	15.69222	16.92371	1.157522175	1.078477742	1.117999959
Ints4	chr7	autosomes	"LSK+, LSK- and Lin- (Common)"	21.68822	26.0757	23.95614	24.69233	1.202297837	1.030730744	1.116514291
Myo7a	chr7	autosomes	"LSK+, LSK- and Lin- (Common)"	3.616111	4.335365	4.233024	4.869243	1.198902633	1.150298935	1.174600784
Dgat2	chr7	autosomes	"LSK+, LSK- and Lin- (Common)"	9.618537	11.8957	13.69171	14.18873	1.236747335	1.036300798	1.136524066
Trim30a	chr7	autosomes	"LSK+, LSK- and Lin- (Common)"	19.20504	27.2689	22.42605	28.36715	1.419882489	1.264919591	1.34240104
Knop1	chr7	autosomes	"LSK+, LSK- and Lin- (Common)"	17.42318	22.59261	15.75721	19.02606	1.296698421	1.207451065	1.252074743
Nupr1	chr7	autosomes	"LSK+, LSK- and Lin- (Common)"	6.342	38.31624	5.967673	10.44835	6.04166509	1.750824819	3.896244954
Ccdc101	chr7	autosomes	"LSK+, LSK- and Lin- (Common)"	21.79826	28.15854	21.58426	23.16647	1.291779252	1.07330388	1.182541566
Spn	chr7	autosomes	"LSK+, LSK- and Lin- (Common)"	102.0386	117.4024	88.46813	89.43063	1.15056851	1.010879624	1.080724067
Ifitm3	chr7	autosomes	"LSK+, LSK- and Lin- (Common)"	262.7527	637.6574	349.3934	502.256	2.426834815	1.437508551	1.932171683
Irf7	chr7	autosomes	"LSK+, LSK- and Lin- (Common)"	13.23195	27.25582	16.20865	40.62129	2.059849077	2.506148877	2.282998977
Stxbp2	chr8	autosomes	"LSK+, LSK- and Lin- (Common)"	50.84678	59.999	53.73747	60.02313	1.179996059	1.116969779	1.148482919
Vps36	chr8	autosomes	"LSK+, LSK- and Lin- (Common)"	26.92261	34.00956	27.48356	27.83786	1.263234137	1.012891343	1.13806274
Ddx60	chr8	autosomes	"LSK+, LSK- and Lin- (Common)"	2.915681	3.109773	4.247944	4.704924	1.066568325	1.107576748	1.087072536
Sugp1	chr8	autosomes	"LSK+, LSK- and Lin- (Common)"	13.10007	16.75591	15.53953	15.72963	1.279070265	1.012233317	1.145651791
Tpm4	chr8	autosomes	"LSK+, LSK- and Lin- (Common)"	76.11732	80.50811	102.6773	145.7956	1.057684506	1.419939948	1.238812227
Hsh2d	chr8	autosomes	"LSK+, LSK- and Lin- (Common)"	9.154683	12.66739	13.60283	14.38843	1.383706022	1.057752688	1.220729355
Cherp	chr8	autosomes	"LSK+, LSK- and Lin- (Common)"	84.15173	89.35288	77.41878	86.81025	1.06180681	1.121307388	1.091557099
Mmaa	chr8	autosomes	"LSK+, LSK- and Lin- (Common)"	3.037627	4.34323	2.074771	2.240865	1.429810177	1.080054136	1.254932157
Smarca5	chr8	autosomes	"LSK+, LSK- and Lin- (Common)"	33.44708	34.77597	30.71776	35.69687	1.039731122	1.162092223	1.100911672
Rfx1	chr8	autosomes	"LSK+, LSK- and Lin- (Common)"	10.09485	10.99959	10.88663	13.01032	1.089623917	1.195073223	1.14234857
Dnaja2	chr8	autosomes	"LSK+, LSK- and Lin- (Common)"	46.13318	48.67606	41.25954	57.29737	1.055120414	1.388705982	1.221913198
Heatr3	chr8	autosomes	"LSK+, LSK- and Lin- (Common)"	18.46166	18.50458	18.36449	22.98923	1.002324818	1.251830571	1.127077694
Brd7	chr8	autosomes	"LSK+, LSK- and Lin- (Common)"	65.91779	71.10412	60.62423	68.90477	1.07867876	1.136587962	1.107633361
Ogfod1	chr8	autosomes	"LSK+, LSK- and Lin- (Common)"	6.018712	7.651844	6.238057	6.725444	1.27134244	1.078131219	1.17473683
Nlrc5	chr8	autosomes	"LSK+, LSK- and Lin- (Common)"	5.109468	6.512307	4.296177	4.880136	1.274556764	1.135925266	1.205241015
Edc4	chr8	autosomes	"LSK+, LSK- and Lin- (Common)"	16.1917	16.44949	16.5666	17.97502	1.01592112	1.085015634	1.050468377
Vac14	chr8	autosomes	"LSK+, LSK- and Lin- (Common)"	38.24072	42.75039	35.51149	39.20587	1.11792848	1.104033371	1.110980926
Cdt1	chr8	autosomes	"LSK+, LSK- and Lin- (Common)"	52.15571	55.94667	42.17754	50.12882	1.072685426	1.188519292	1.130602359
Nup133	chr8	autosomes	"LSK+, LSK- and Lin- (Common)"	19.30164	19.99743	16.55419	18.75694	1.036048232	1.133062989	1.084555611
Ttc13	chr8	autosomes	"LSK+, LSK- and Lin- (Common)"	19.33009	20.00068	18.31415	19.54346	1.034691509	1.067123508	1.050907509
Itgb1	chr8	autosomes	"LSK+, LSK- and Lin- (Common)"	76.18765	86.46353	79.34617	94.79711	1.134875928	1.19472824	1.164802084
Med17	chr9	autosomes	"LSK+, LSK- and Lin- (Common)"	14.33557	15.16333	14.14145	18.00154	1.057741687	1.272962815	1.165352251
Dcps	chr9	autosomes	"LSK+, LSK- and Lin- (Common)"	36.50683	40.21712	29.80575	32.12068	1.101632763	1.077667229	1.089649996
Foxred1	chr9	autosomes	"LSK+, LSK- and Lin- (Common)"	7.655232	8.354804	7.098472	10.06836	1.09138482	1.418384125	1.254884473
Vps11	chr9	autosomes	"LSK+, LSK- and Lin- (Common)"	11.98261	13.10684	11.34579	15.29254	1.093821797	1.347860308	1.220841052
Rdx	chr9	autosomes	"LSK+, LSK- and Lin- (Common)"	51.67238	55.92733	50.28162	56.90984	1.082344765	1.131821926	1.107083346
Pml	chr9	autosomes	"LSK+, LSK- and Lin- (Common)"	39.10956	39.31175	36.99635	42.32178	1.005169836	1.14394474	1.074557288
Tipin	chr9	autosomes	"LSK+, LSK- and Lin- (Common)"	64.72223	78.52377	53.25439	70.73967	1.213242652	1.328334997	1.270788825
Dis3l	chr9	autosomes	"LSK+, LSK- and Lin- (Common)"	11.19614	14.6338	8.629945	9.596287	1.307039748	1.111975453	1.2095076
Mb21d1	chr9	autosomes	"LSK+, LSK- and Lin- (Common)"	5.880914	6.51165	5.552802	5.866336	1.107251356	1.056464106	1.081857731
Rbm15b	chr9	autosomes	"LSK+, LSK- and Lin- (Common)"	20.55939	22.25873	20.4377	22.51741	1.082655176	1.101758515	1.092206845
Ccdc71	chr9	autosomes	"LSK+, LSK- and Lin- (Common)"	15.3022	15.73942	14.48706	14.92255	1.028572362	1.03006062	1.029316491
Pdcd6ip	chr9	autosomes	"LSK+, LSK- and Lin- (Common)"	51.38874	58.36302	54.70783	56.0131	1.135716112	1.023858925	1.079787518
Cops5	chr1	autosomes	LSK+ and Lin-	20.21726609	24.72939706	15.80075994	19.22102073	1.223182054	1.216461791	1.219821923
Zfp451	chr1	autosomes	LSK+ and Lin-	9.065682522	11.30303122	9.408937313	9.743720529	1.246793189	1.035581406	1.141187297
Nif3l1	chr1	autosomes	LSK+ and Lin-	14.7701216	15.1857958	10.05969126	12.18091376	1.02814291	1.210863579	1.119503244
Atic	chr1	autosomes	LSK+ and Lin-	68.31391882	72.82162416	54.0495484	63.16286422	1.065985167	1.168610397	1.117297782
Rqcd1	chr1	autosomes	LSK+ and Lin-	34.75061816	39.28463581	28.79151637	34.73433627	1.130473007	1.206408715	1.168440861
Tuba4a	chr1	autosomes	LSK+ and Lin-	213.1765663	258.1172767	213.1397193	267.5334212	1.210814496	1.25520209	1.233008293
Mrpl44	chr1	autosomes	LSK+ and Lin-	10.77829643	11.9935138	10.39016048	13.09350227	1.112746701	1.260182872	1.186464787
Agfg1	chr1	autosomes	LSK+ and Lin-	32.7482463	34.06833733	30.61792745	37.42181236	1.040310282	1.22221899	1.131264636
Gbx2	chr1	autosomes	LSK+ and Lin-	1.559375132	1.780229336	1.525971506	3.715788453	1.141629939	2.435031348	1.788330643
Pam	chr1	autosomes	LSK+ and Lin-	6.274483387	6.630030927	7.116241482	7.370208491	1.056665628	1.035688363	1.046176995
Dsel	chr1	autosomes	LSK+ and Lin-	0.624975363	1.009731066	0.682349875	1.017025316	1.615633392	1.490474833	1.553054112
R3hdm1	chr1	autosomes	LSK+ and Lin-	56.14524216	56.37431742	47.57144771	51.59819259	1.004080048	1.084646255	1.044363151
Tmem9	chr1	autosomes	LSK+ and Lin-	11.3665081	11.84091568	7.302995756	8.421563408	1.041737319	1.15316559	1.097451454
Qsox1	chr1	autosomes	LSK+ and Lin-	14.38170017	15.45549981	15.1807976	17.96935054	1.074664304	1.183689488	1.129176896
Dars2	chr1	autosomes	LSK+ and Lin-	7.154822391	9.697079708	8.002579232	8.610603602	1.355320814	1.07597855	1.215649682
Pbx1	chr1	autosomes	LSK+ and Lin-	11.63912304	14.3509169	13.37454928	15.14890752	1.232989534	1.132666769	1.182828152
Fcgr3	chr1	autosomes	LSK+ and Lin-	73.05470371	89.05952509	83.92279363	88.55367442	1.219079957	1.055180251	1.137130104
Fcer1g	chr1	autosomes	LSK+ and Lin-	183.5575114	285.8707418	202.1471616	222.6868122	1.557390594	1.101607415	1.329499005
Tagln2	chr1	autosomes	LSK+ and Lin-	329.799524	351.8437144	301.0463463	347.4579355	1.066841183	1.154167589	1.110504386
Fh1	chr1	autosomes	LSK+ and Lin-	45.66869868	65.60147829	40.90207724	49.47243189	1.436464804	1.209533482	1.322999143
Exo1	chr1	autosomes	LSK+ and Lin-	7.872063674	9.176652203	6.972372412	8.068573774	1.165723828	1.157220713	1.161472271
44257	chr1	autosomes	LSK+ and Lin-	23.58350026	31.6569778	23.12858965	27.54017152	1.342335847	1.1907415	1.266538673
Dtl	chr1	autosomes	LSK+ and Lin-	26.16632132	29.04428674	24.9530139	26.25406162	1.109987391	1.052139903	1.081063647
Nup43	chr10	autosomes	LSK+ and Lin-	11.77099146	12.76258831	14.2510755	14.28898288	1.084240725	1.002659967	1.043450346
Tab2	chr10	autosomes	LSK+ and Lin-	87.09086574	93.7344843	86.17598024	89.28224663	1.076283758	1.036045617	1.056164688
Sf3b5	chr10	autosomes	LSK+ and Lin-	57.37836384	74.25157081	46.87785475	47.73744659	1.294069155	1.018336842	1.156202999
Cited2	chr10	autosomes	LSK+ and Lin-	92.54187292	104.2300769	108.519972	116.1559038	1.126301787	1.070364299	1.098333043
Tnfaip3	chr10	autosomes	LSK+ and Lin-	6.199441542	7.886648414	6.033361355	6.174364206	1.272154655	1.02337053	1.147762592
Med23	chr10	autosomes	LSK+ and Lin-	14.05944289	14.19479142	12.85020813	13.81666504	1.009626877	1.075209436	1.042418157
Fyn	chr10	autosomes	LSK+ and Lin-	13.08388275	13.63440691	12.41875152	14.9487122	1.042076513	1.203721016	1.122898764
Gtf3c6	chr10	autosomes	LSK+ and Lin-	29.93418931	33.348626	22.02326869	25.9827859	1.114064779	1.179787899	1.146926339
Psap	chr10	autosomes	LSK+ and Lin-	273.0083198	404.8752682	355.7921115	361.2361589	1.483014395	1.015301203	1.249157799
Lrrc20	chr10	autosomes	LSK+ and Lin-	8.22948086	8.844601814	7.576700026	7.859157902	1.074746022	1.037279802	1.056012912
Vps26a	chr10	autosomes	LSK+ and Lin-	40.62672687	43.19255423	36.42774222	45.43653333	1.063156143	1.247305778	1.15523096
Cdk1	chr10	autosomes	LSK+ and Lin-	27.50528792	37.59954843	27.39605522	33.96263895	1.36699345	1.239690849	1.30334215
Snrpd3	chr10	autosomes	LSK+ and Lin-	188.4485914	206.3920228	149.3361253	152.4486687	1.095216586	1.020842535	1.05802956
Lss	chr10	autosomes	LSK+ and Lin-	2.127598363	2.272415351	1.335854323	2.033334501	1.068065943	1.522122934	1.295094438
Bsg	chr10	autosomes	LSK+ and Lin-	191.9120794	214.0003066	156.0776463	183.5841368	1.115095554	1.176235939	1.145665747
Wdr18	chr10	autosomes	LSK+ and Lin-	20.85234272	21.71692968	14.79302595	18.63355877	1.041462342	1.259617798	1.15054007
Klf16	chr10	autosomes	LSK+ and Lin-	12.84040292	13.73619451	9.619657001	12.28352859	1.069763511	1.276919602	1.173341556
Dohh	chr10	autosomes	LSK+ and Lin-	27.15358405	27.22595091	21.68392957	28.76556829	1.002665094	1.326584658	1.164624876
Tmem263	chr10	autosomes	LSK+ and Lin-	9.284268967	10.10556984	9.9272357	10.79221469	1.088461555	1.087131908	1.087796732
Slc25a3	chr10	autosomes	LSK+ and Lin-	239.5633209	282.4495439	209.3304384	236.0671459	1.179018319	1.127724892	1.153371605
Ube2n	chr10	autosomes	LSK+ and Lin-	7.981697487	9.80344235	7.479797603	9.73841957	1.228240279	1.301962979	1.265101629
Mdm1	chr10	autosomes	LSK+ and Lin-	7.364843132	13.04729854	10.68582155	11.47050276	1.77156503	1.073431996	1.422498513
Slc16a7	chr10	autosomes	LSK+ and Lin-	3.079387658	3.970172676	3.352847687	5.319956203	1.289273426	1.586697846	1.437985636
Shmt2	chr10	autosomes	LSK+ and Lin-	72.07372475	89.44694719	54.27284724	63.03524444	1.241047934	1.161450848	1.201249391
Atp5b	chr10	autosomes	LSK+ and Lin-	571.7831763	575.2685564	469.5210089	514.4316644	1.006095632	1.095652068	1.05087385
Cs	chr10	autosomes	LSK+ and Lin-	86.54672214	92.87937384	71.42043403	79.02649773	1.073170324	1.106497024	1.089833674
Eif4enif1	chr11	autosomes	LSK+ and Lin-	42.99941312	43.01482289	39.99781318	43.96791532	1.000358372	1.09925798	1.049808176
Plek	chr11	autosomes	LSK+ and Lin-	94.10538556	99.38806988	128.6835583	168.4947571	1.056135834	1.309372847	1.182754341
Ppp3r1	chr11	autosomes	LSK+ and Lin-	41.43514962	43.32950145	42.20465129	43.13243488	1.045718474	1.02198297	1.033850722
Fbxw11	chr11	autosomes	LSK+ and Lin-	16.93962828	19.29690405	18.25878468	20.31050055	1.139157467	1.112368698	1.125763083
Nudcd2	chr11	autosomes	LSK+ and Lin-	23.91606159	25.97096507	24.96553532	26.48119227	1.085921483	1.060709972	1.073315728
Psme2b	chr11	autosomes	LSK+ and Lin-	27.24720769	39.98308514	33.74459341	38.06024233	1.467419546	1.127891567	1.297655556
9530068E07Rik	chr11	autosomes	LSK+ and Lin-	51.84533887	54.61602165	51.24689579	55.29777842	1.053441309	1.0790464	1.066243855
Uqcrq	chr11	autosomes	LSK+ and Lin-	134.2693786	151.9785173	104.6139788	135.671638	1.131892609	1.296878672	1.214385641
Hint1	chr11	autosomes	LSK+ and Lin-	202.6543279	224.1456314	157.7902545	226.2216516	1.106049072	1.433685827	1.26986745
Trim58	chr11	autosomes	LSK+ and Lin-	4.723988336	5.784202259	4.686746732	6.471533651	1.224431952	1.380815739	1.302623845
Shmt1	chr11	autosomes	LSK+ and Lin-	14.44895098	18.09907009	11.92568733	14.62348357	1.252621738	1.226217254	1.239419496
Tmem107	chr11	autosomes	LSK+ and Lin-	4.270829668	5.796827797	3.030887567	4.096100483	1.357307186	1.351452468	1.354379827
Per1	chr11	autosomes	LSK+ and Lin-	31.95546634	37.03803511	39.68584019	40.61857685	1.159051622	1.023503009	1.091277316
Cd68	chr11	autosomes	LSK+ and Lin-	49.82349205	77.62263877	54.59452213	62.73710426	1.557952596	1.149146504	1.35354955
Clec10a	chr11	autosomes	LSK+ and Lin-	1.390651566	1.449860994	2.161369369	2.291952556	1.042576753	1.060416877	1.051496815
0610010K14Rik	chr11	autosomes	LSK+ and Lin-	39.35977287	53.11318123	34.34912276	38.84337832	1.349428042	1.130840476	1.240134259
Psmb6	chr11	autosomes	LSK+ and Lin-	83.12177819	92.19891071	74.49131586	85.47667121	1.109202819	1.147471624	1.128337222
Spag7	chr11	autosomes	LSK+ and Lin-	26.29877097	35.28863818	29.97552422	34.46037347	1.34183602	1.149617041	1.245726531
Mis12	chr11	autosomes	LSK+ and Lin-	13.27300055	17.08687093	15.17649363	15.87704442	1.287340482	1.046160253	1.166750368
Emc6	chr11	autosomes	LSK+ and Lin-	21.68997553	28.23420792	19.54552847	24.63722889	1.30171691	1.260504618	1.281110764
Rpa1	chr11	autosomes	LSK+ and Lin-	42.98444766	47.73608161	38.58317821	44.72809375	1.110543096	1.15926411	1.134903603
Spag5	chr11	autosomes	LSK+ and Lin-	20.84990661	21.22866424	18.89282327	20.88033173	1.018165915	1.105199124	1.06168252
Pigs	chr11	autosomes	LSK+ and Lin-	27.91645779	31.41296233	25.07130816	27.34723562	1.125248861	1.090778169	1.108013515
Slfn5	chr11	autosomes	LSK+ and Lin-	5.945573945	9.858469537	7.132326442	12.0557964	1.65811907	1.690303508	1.674211289
AA465934	chr11	autosomes	LSK+ and Lin-	5.786846112	14.35098242	7.455352104	11.90085581	2.47993158	1.596283535	2.038107558
Tubd1	chr11	autosomes	LSK+ and Lin-	5.022179332	7.56496416	6.48273174	8.063498356	1.506311038	1.24384267	1.375076854
Msi2	chr11	autosomes	LSK+ and Lin-	28.48628983	32.40003032	26.06594535	27.01282646	1.137390321	1.036326368	1.086858344
Ankrd40	chr11	autosomes	LSK+ and Lin-	13.88946521	18.70759414	13.91172994	14.04065793	1.346890889	1.009267574	1.178079232
Fam117a	chr11	autosomes	LSK+ and Lin-	42.57158835	45.30858456	49.00627526	49.85906926	1.064291616	1.01740173	1.040846673
Slc35b1	chr11	autosomes	LSK+ and Lin-	23.38787675	24.12020392	18.37522539	20.01881585	1.031312255	1.089446003	1.060379129
Kpnb1	chr11	autosomes	LSK+ and Lin-	122.7032348	125.4436839	101.5870981	112.3574446	1.02233396	1.106020811	1.064177385
Top2a	chr11	autosomes	LSK+ and Lin-	136.9862954	140.2148652	135.8469629	144.796728	1.023568561	1.065881231	1.044724896
Igfbp4	chr11	autosomes	LSK+ and Lin-	84.17541363	97.82506686	78.01477287	84.71759028	1.162157246	1.085917284	1.124037265
Rab5c	chr11	autosomes	LSK+ and Lin-	110.8703778	132.7064071	108.2400681	129.4800398	1.196950978	1.196230214	1.196590596
Dusp3	chr11	autosomes	LSK+ and Lin-	9.445853149	13.07964524	10.66599062	15.25874636	1.384697076	1.430598142	1.407647609
Grn	chr11	autosomes	LSK+ and Lin-	81.73476474	121.8936876	105.894522	110.1574086	1.491332213	1.040255969	1.265794091
Gosr2	chr11	autosomes	LSK+ and Lin-	22.6451331	25.39163427	22.13402335	23.85765063	1.12128439	1.077872299	1.099578345
Arf2	chr11	autosomes	LSK+ and Lin-	5.440461604	6.970325717	4.338227985	5.829171202	1.28120116	1.343675626	1.312438393
Ccdc47	chr11	autosomes	LSK+ and Lin-	23.34493695	26.75279401	23.13343032	25.35575334	1.145978422	1.096065434	1.121021928
Smarcd2	chr11	autosomes	LSK+ and Lin-	56.09340534	62.6617147	53.81497429	58.74114559	1.117095928	1.091539044	1.104317486
Grb2	chr11	autosomes	LSK+ and Lin-	66.39558345	69.0067535	60.92555957	67.46679619	1.039327466	1.107364408	1.073345937
Syngr2	chr11	autosomes	LSK+ and Lin-	100.2540366	102.5972508	85.44029521	85.72404605	1.023372766	1.003321042	1.013346904
Tk1	chr11	autosomes	LSK+ and Lin-	31.33189625	38.94661294	23.69770214	37.25982889	1.24303402	1.572297123	1.407665571
Birc5	chr11	autosomes	LSK+ and Lin-	18.3077232	20.78796882	17.23870767	19.74394502	1.135475373	1.145326285	1.140400829
