Column1	gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	seqnames	start	end	width	strand	source	type	score	phase	gene_id	transcript_id	exon_number	exon_id
3538	FHIT	37.91858097	-0.211027486	0.360468012	-0.585426388	0.55826105	0.755296076	chr3	59747277	61251452	1504176	-	refGene	transcript	NA	NA	FHIT	NM_001320900	NA	NA
3539	ATP5F1C	2952.054566	0.019699693	0.09461702	0.208204545	0.83506926	0.922686357	chr10	7788104	7807799	19696	+	refGene	transcript	NA	NA	ATP5F1C	NM_001320886	NA	NA
3540	ADIPOR1	2590.648125	-0.134763665	0.059058627	-2.281862494	0.02249746	0.086906698	chr1	202940825	202958572	17748	-	refGene	transcript	NA	NA	ADIPOR1	NM_001290629	NA	NA
3541	SYTL2	43.66410695	-0.058273636	0.422954831	-0.137777445	0.89041631	0.950082809	chr11	85694221	85719180	24960	-	refGene	transcript	NA	NA	SYTL2	NM_001289610	NA	NA
3542	DTYMK	925.2697532	-0.298038331	0.17552118	-1.698019183	0.089504141	0.23973235	chr2	241675749	241686815	11067	-	refGene	transcript	NA	NA	DTYMK	NM_001320902	NA	NA
3543	UROD	1289.233053	0.301243274	0.198403457	1.518336819	0.12892951	0.307997397	chr1	45012254	45015575	3322	+	refGene	transcript	NA	NA	UROD	NM_000374	NA	NA
3544	DDB2	592.993199	-0.124471921	0.123023782	-1.011771212	0.311647458	0.541445807	chr11	47214942	47239218	24277	+	refGene	transcript	NA	NA	DDB2	NM_001300734	NA	NA
3545	SLC35A5	429.7718646	-0.262400688	0.13546491	-1.937038068	0.05274069	0.164124099	chr3	112561680	112585577	23898	+	refGene	transcript	NA	NA	SLC35A5	NM_001348905	NA	NA
3546	FAM91A1	2480.330826	-0.190551198	0.107746266	-1.768517878	0.076974366	0.215941335	chr8	123768439	123815450	47012	+	refGene	transcript	NA	NA	FAM91A1	NM_001317917	NA	NA
3547	TUBB4A	64.87071069	0.224234928	0.515900329	0.43464777	0.663818115	0.827980641	chr19	6494319	6502848	8530	-	refGene	transcript	NA	NA	TUBB4A	NM_001289129	NA	NA
3548	POMGNT1	981.0166101	-0.030049971	0.142649289	-0.210656294	0.833155482	0.921402132	chr1	46188681	46197499	8819	-	refGene	transcript	NA	NA	POMGNT1	NM_001290130	NA	NA
3549	NCOA2	1476.498958	-0.088957362	0.129922032	-0.68469805	0.49353448	0.707288091	chr8	70109782	70403808	294027	-	refGene	transcript	NA	NA	NCOA2	NM_001321711	NA	NA
3550	DENND5B	241.7621486	-0.792161591	0.200602689	-3.948908145	0.0000785	0.000723662	chr12	31451300	31591136	139837	-	refGene	transcript	NA	NA	DENND5B	NM_001366891	NA	NA
3551	PLCD3	293.6793513	0.444976503	0.150004195	2.966427061	0.003012818	0.016927119	chr17	45108959	45132515	23557	-	refGene	transcript	NA	NA	PLCD3	NM_133373	NA	NA
3552	UNC5A	4.439457455	-0.698100934	0.992553723	-0.703338185	0.481845019	0.698839211	chr5	176810559	176880898	70340	+	refGene	transcript	NA	NA	UNC5A	NM_133369	NA	NA
3553	NUDT13	54.05714445	-0.17285104	0.469878295	-0.367863428	0.712975071	0.858171343	chr10	73110455	73131823	21369	+	refGene	transcript	NA	NA	NUDT13	NM_001283019	NA	NA
3554	WRNIP1	2172.181868	0.540581313	0.165540466	3.265553885	0.001092502	0.007215494	chr6	2765393	2786952	21560	+	refGene	transcript	NA	NA	WRNIP1	NM_020135	NA	NA
3555	KIFAP3	635.7036546	-0.030647606	0.126467678	-0.242335485	0.80852022	0.909378796	chr1	169921329	170074695	153367	-	refGene	transcript	NA	NA	KIFAP3	NM_014970	NA	NA
3556	VPS41	1395.904128	-0.320480283	0.147487445	-2.172932641	0.029785387	0.107048527	chr7	38723943	38909200	185258	-	refGene	transcript	NA	NA	VPS41	NM_080631	NA	NA
3557	KLHL10	5.025417989	-0.256099716	0.741227408	-0.345507618	0.729712784	0.867900041	chr17	41837825	41848384	10560	+	refGene	transcript	NA	NA	KLHL10	NM_152467	NA	NA
3558	DDX59-AS1	6.229673277	-0.853700831	0.881599059	-0.968354971	0.33286712	0.563138628	chr1	200669507	200694250	24744	+	refGene	transcript	NA	NA	DDX59-AS1	NR_110787	NA	NA
3559	CDHR2	8.851558319	-0.680465276	0.542188605	-1.255034263	0.209466322	0.424952679	chr5	176542511	176595768	53258	+	refGene	transcript	NA	NA	CDHR2	NM_001171976	NA	NA
3560	JMJD1C-AS1	211.9274057	-2.380328481	0.261691547	-9.095931876	9.38E-20	6.59E-18	chr10	63465229	63466562	1334	+	refGene	transcript	NA	NA	JMJD1C-AS1	NR_027182	NA	NA
3561	HCFC1	2238.140412	0.051780888	0.245783059	0.210677204	0.833139164	0.921402132	chrX	153947557	153971818	24262	-	refGene	transcript	NA	NA	HCFC1	NM_005334	NA	NA
3562	POU5F1P5	19.37058968	0.307791148	0.445875422	0.690307501	0.490000832	0.704915882	chr10	68009947	68010883	937	-	refGene	transcript	NA	NA	POU5F1P5	NR_131184	NA	NA
3563	SLC38A6	235.8356203	0.054916146	0.175736714	0.312491025	0.754667383	0.882979004	chr14	60981114	61083733	102620	+	refGene	transcript	NA	NA	SLC38A6	NM_001172702	NA	NA
3564	SLC29A2	943.8338887	0.440865614	0.131124586	3.3621888	0.000773272	0.005357765	chr11	66362521	66372476	9956	-	refGene	transcript	NA	NA	SLC29A2	NM_001300869	NA	NA
3565	RHBDL1	94.81819143	0.1197787	0.346940097	0.345243173	0.729911564	0.868011463	chr16	676075	678268	2194	+	refGene	transcript	NA	NA	RHBDL1	NM_001318733	NA	NA
3566	NUP35	500.5493338	-1.06712391	0.115467015	-9.241807332	2.42E-20	1.86E-18	chr2	183124355	183161684	37330	+	refGene	transcript	NA	NA	NUP35	NM_001287585	NA	NA
3567	CDCA8	928.4047599	0.175586847	0.188145578	0.933249928	0.350690942	0.580513621	chr1	37692516	37709719	17204	+	refGene	transcript	NA	NA	CDCA8	NM_018101	NA	NA
3568	IFT122	403.7587338	-0.095151383	0.166716222	-0.5707386	0.568176849	0.763330231	chr3	129440036	129520507	80472	+	refGene	transcript	NA	NA	IFT122	NM_001280545	NA	NA
3569	MRPL55	556.4059694	0.09904418	0.120001241	0.825359628	0.409167448	0.634851391	chr1	228106679	228109312	2634	-	refGene	transcript	NA	NA	MRPL55	NM_181456	NA	NA
3570	CCAR1	2944.781994	-0.202525153	0.089648364	-2.259105965	0.023876794	0.090669228	chr10	68721239	68792377	71139	+	refGene	transcript	NA	NA	CCAR1	NM_001282960	NA	NA
3571	ALDH7A1	1853.470215	-0.044796313	0.163464244	-0.274043496	0.784051195	0.898824277	chr5	126541841	126595219	53379	-	refGene	transcript	NA	NA	ALDH7A1	NM_001201377	NA	NA
3572	CRB1	304.6296725	3.87117583	0.24390159	15.87187617	9.92E-57	4.43E-54	chr1	197201504	197478455	276952	+	refGene	transcript	NA	NA	CRB1	NM_001257965	NA	NA
3573	INHBC	3.770823337	-0.406779909	0.795665041	-0.51124517	0.609179393	0.793754454	chr12	57434784	57452062	17279	+	refGene	transcript	NA	NA	INHBC	NM_005538	NA	NA
3574	LIN54	797.8677743	-0.085423956	0.10368064	-0.823914239	0.409988289	0.635647322	chr4	82924604	83010823	86220	-	refGene	transcript	NA	NA	LIN54	NR_110254	NA	NA
3575	RUFY2	654.3121184	0.16495455	0.175217491	0.94142742	0.346485867	0.576769409	chr10	68343518	68407189	63672	-	refGene	transcript	NA	NA	RUFY2	NM_017987	NA	NA
3576	ACOT9	934.7633691	0.016943558	0.19508991	0.086849997	0.930790746	0.970623069	chrX	23701056	23743276	42221	-	refGene	transcript	NA	NA	ACOT9	NM_001037171	NA	NA
3577	TRIM16	135.2402965	0.641221635	0.188629963	3.399362558	0.000675431	0.004759715	chr17	15627966	15684311	56346	-	refGene	transcript	NA	NA	TRIM16	NM_001348124	NA	NA
3578	IFT27	162.3946609	-0.079174625	0.17401445	-0.454988799	0.649117297	0.818482406	chr22	36772404	36776119	3716	-	refGene	transcript	NA	NA	IFT27	NR_033531	NA	NA
3579	ARSG	80.31762256	0.038220532	0.26317179	0.145230355	0.884529	0.947021651	chr17	68291495	68441521	150027	+	refGene	transcript	NA	NA	ARSG	NM_001352909	NA	NA
3580	PDLIM7	1059.270448	0.501255939	0.274368419	1.826944741	0.067708078	0.196348672	chr5	177483394	177497604	14211	-	refGene	transcript	NA	NA	PDLIM7	NR_103804	NA	NA
3581	USP6NL	815.8672334	-0.163700932	0.11562381	-1.415806409	0.156832193	0.350723949	chr10	11564124	11611789	47666	-	refGene	transcript	NA	NA	USP6NL	NR_125732	NA	NA
3582	CCR5AS	13.7659368	4.202349253	1.131430343	3.714191755	0.000203854	0.001676924	chr3	46364660	46407059	42400	-	refGene	transcript	NA	NA	CCR5AS	NR_125406	NA	NA
3583	SNORD98	15.17442619	-0.403360857	0.432858002	-0.931854916	0.35141151	0.581158922	chr10	68755172	68755238	67	+	refGene	transcript	NA	NA	SNORD98	NR_003076	NA	NA
3584	NUBPL	196.0713575	0.103022589	0.203140874	0.507148497	0.612050629	0.795049724	chr14	31561404	31861223	299820	+	refGene	transcript	NA	NA	NUBPL	NR_120408	NA	NA
3585	NAAA	640.628598	-0.059834013	0.116672565	-0.512837039	0.608065318	0.792740562	chr4	75916439	75941013	24575	-	refGene	transcript	NA	NA	NAAA	NM_001363719	NA	NA
3586	CASP2	640.0387675	-0.857698379	0.267018254	-3.212133875	0.00131753	0.008447714	chr7	143289588	143307696	18109	+	refGene	transcript	NA	NA	CASP2	NM_001224	NA	NA
3587	IRF1	535.5733101	0.466435354	0.195220176	2.389278424	0.016881503	0.069580812	chr5	132481609	132490773	9165	-	refGene	transcript	NA	NA	IRF1	NM_001354924	NA	NA
3588	YTHDC2	1480.049832	0.134783256	0.083960906	1.605309696	0.108425666	0.273514838	chr5	113513694	113595284	81591	+	refGene	transcript	NA	NA	YTHDC2	NM_001345976	NA	NA
3589	RCL1	509.3043874	-0.250903511	0.163889107	-1.530934645	0.125785546	0.303096374	chr9	4792834	4861077	68244	+	refGene	transcript	NA	NA	RCL1	NM_001286699	NA	NA
3590	LSR	1552.250539	-0.156579634	0.116992989	-1.338367666	0.180776614	0.384512093	chr19	35248656	35267964	19309	+	refGene	transcript	NA	NA	LSR	NM_001260489	NA	NA
3591	TPP2	1136.32204	0.024739557	0.117967578	0.20971488	0.833890211	0.921844365	chr13	102596986	102679958	82973	+	refGene	transcript	NA	NA	TPP2	NM_003291	NA	NA
3592	PIK3CB	305.9084436	0.356044583	0.331473462	1.074126964	0.282765781	0.510030546	chr3	138652698	138707621	54924	-	refGene	transcript	NA	NA	PIK3CB	NM_001256045	NA	NA
3593	TMEM50B	1244.420947	0.407073962	0.15396075	2.644011305	0.008192992	0.038821527	chr21	33449141	33479974	30834	-	refGene	transcript	NA	NA	TMEM50B	NM_006134	NA	NA
3594	CLTCL1	210.3811689	0.308777119	0.272633287	1.132573072	0.257393582	0.482317321	chr22	19179474	19291719	112246	-	refGene	transcript	NA	NA	CLTCL1	NM_001835	NA	NA
3595	LZTS1	62.71716416	1.937529098	0.440214621	4.401328361	0.0000108	0.000121061	chr8	20246165	20273535	27371	-	refGene	transcript	NA	NA	LZTS1	NM_001362884	NA	NA
3596	C8G	22.29832234	0.375339825	0.46426343	0.808463042	0.418824073	0.642972727	chr9	136945243	136946975	1733	+	refGene	transcript	NA	NA	C8G	NM_000606	NA	NA
3597	LHX2	176.1758878	-0.547906197	0.151962694	-3.605530947	0.000311515	0.002450291	chr9	124011768	124033301	21534	+	refGene	transcript	NA	NA	LHX2	NM_004789	NA	NA
3598	GNL1	9157.143477	0.765607563	0.084442273	9.06663848	1.23E-19	8.38E-18	chr6	1870881	1883062	12182	-	refGene	transcript	NA	NA	GNL1	NM_005275	NA	NA
3599	OAZ1	6936.562541	0.287090293	0.106730695	2.68985687	0.007148267	0.034575425	chr19	2269486	2273488	4003	+	refGene	transcript	NA	NA	OAZ1	NM_004152	NA	NA
3600	HRH1	5.418829774	-1.376771089	1.760210145	-0.78216291	0.434118839	0.655875748	chr3	11252699	11263253	10555	+	refGene	transcript	NA	NA	HRH1	NM_000861	NA	NA
3601	ENOPH1	1245.803754	0.335707231	0.139623539	2.404374171	0.016200182	0.067319399	chr4	82430590	82461177	30588	+	refGene	transcript	NA	NA	ENOPH1	NR_120457	NA	NA
3602	ELF1	807.4035021	0.428207331	0.201663353	2.123377028	0.033722271	0.118063685	chr13	40931924	41019316	87393	-	refGene	transcript	NA	NA	ELF1	NM_172373	NA	NA
3603	RPS6KA5	53.77947286	-0.31609292	0.263104676	-1.201396054	0.229597606	0.450575414	chr14	90847861	91060641	212781	-	refGene	transcript	NA	NA	RPS6KA5	NM_001322234	NA	NA
3604	POLR3B	467.4783194	0.029282549	0.123921663	0.236298872	0.813200763	0.911787279	chr12	106357748	106510198	152451	+	refGene	transcript	NA	NA	POLR3B	NM_018082	NA	NA
3605	TUBGCP5	1504.705528	0.010956254	0.261643368	0.041874764	0.966598534	0.987828658	chr15	80019	136590	56572	-	refGene	transcript	NA	NA	TUBGCP5	NM_001354372	NA	NA
3606	ADAMTS3	2240.972115	0.05384387	0.135143266	0.398420667	0.690320126	0.844207288	chr4	72280969	72569221	288253	-	refGene	transcript	NA	NA	ADAMTS3	NM_014243	NA	NA
3607	HACD1	479.5089506	0.287081364	0.178636796	1.607067362	0.108039592	0.272916039	chr10	17589032	17617374	28343	-	refGene	transcript	NA	NA	HACD1	NM_014241	NA	NA
3608	LIMD1	2818.381537	0.8599797	0.094250832	9.124372498	7.22E-20	5.16E-18	chr3	45594751	45686340	91590	+	refGene	transcript	NA	NA	LIMD1	NM_014240	NA	NA
3609	EIF2B2	779.5905276	0.314799823	0.158448271	1.986767165	0.046948205	0.150844281	chr14	75002921	75012366	9446	+	refGene	transcript	NA	NA	EIF2B2	NM_014239	NA	NA
3610	HSP90AB1	36996.55797	-0.073226341	0.114781898	-0.637960706	0.523499259	0.730643072	chr6	44247101	44253883	6783	+	refGene	transcript	NA	NA	HSP90AB1	NM_007355	NA	NA
3611	TYSND1	716.2568724	0.174189786	0.156408736	1.113683224	0.265415109	0.491880037	chr10	70137981	70144728	6748	-	refGene	transcript	NA	NA	TYSND1	NR_073595	NA	NA
3612	SLF1	585.209576	-0.447970795	0.121107689	-3.698945942	0.000216497	0.001767718	chr5	94618669	94697621	78953	+	refGene	transcript	NA	NA	SLF1	NM_032290	NA	NA
3613	GDF6	34.79301352	-2.950360407	0.509321763	-5.79272401	6.93E-09	0.000000136	chr8	96142333	96160806	18474	-	refGene	transcript	NA	NA	GDF6	NM_001001557	NA	NA
3614	LRRC20	106.2189505	0.564389347	0.16911894	3.337233241	0.000846169	0.005795113	chr10	70298970	70376779	77810	-	refGene	transcript	NA	NA	LRRC20	NM_001278213	NA	NA
3615	EIF2S3B	376.8962738	0.069160863	0.235121269	0.294149753	0.768643474	0.890167069	chr12	10505893	10507988	2096	+	refGene	transcript	NA	NA	EIF2S3B	NM_001357734	NA	NA
3616	PRMT3	678.9433923	0.283524177	0.179917196	1.575859248	0.115058244	0.284809243	chr11	20387530	20509333	121804	+	refGene	transcript	NA	NA	PRMT3	NM_001145166	NA	NA
3617	ZBTB49	160.9474623	0.017420804	0.238366927	0.07308398	0.94173929	0.97577652	chr4	4290251	4321783	31533	+	refGene	transcript	NA	NA	ZBTB49	NR_138481	NA	NA
3618	DAGLB	253.0389439	0.018668205	0.189766264	0.09837473	0.92163474	0.965330387	chr7	6409116	6448012	38897	-	refGene	transcript	NA	NA	DAGLB	NM_001142936	NA	NA
3619	ARHGEF9	249.3094693	-0.168701324	0.195882859	-0.861235766	0.389108205	0.616763202	chrX	63634967	63755123	120157	-	refGene	transcript	NA	NA	ARHGEF9	NM_001369035	NA	NA
3620	NTN4	8.27113786	-1.006731045	0.756988155	-1.329916508	0.183545782	0.388444487	chr12	95657807	95790195	132389	-	refGene	transcript	NA	NA	NTN4	NM_001329702	NA	NA
3621	SMG6	584.4310501	0.07441945	0.108415521	0.686428009	0.492443247	0.70638757	chr17	2059839	2236847	177009	-	refGene	transcript	NA	NA	SMG6	NM_001256828	NA	NA
3622	CTBP1	2025.664701	-0.013741972	0.164373177	-0.083602277	0.933372656	0.971320279	chr4	1211445	1249130	37686	-	refGene	transcript	NA	NA	CTBP1	NM_001328	NA	NA
3623	CSTF2	728.6893509	0.045020817	0.109021381	0.412954017	0.679640304	0.837724732	chrX	100820359	100840934	20576	+	refGene	transcript	NA	NA	CSTF2	NM_001325	NA	NA
3624	BTK	2.704369429	0.326987138	0.994964009	0.328642177	0.742426165	0.876395011	chrX	101349447	101390796	41350	-	refGene	transcript	NA	NA	BTK	NM_001287344	NA	NA
3625	TRIM2	911.8754556	-0.283750706	0.110781767	-2.561348441	0.010426672	0.047341334	chr4	153152334	153339317	186984	+	refGene	transcript	NA	NA	TRIM2	NM_001351056	NA	NA
3626	RABL2A	320.7454336	-0.418483638	0.194027196	-2.156829798	0.031018928	0.110806804	chr2	113627266	113643391	16126	+	refGene	transcript	NA	NA	RABL2A	NR_148879	NA	NA
3627	ZFYVE28	163.99214	0.207589863	0.300999406	0.68966868	0.490402566	0.705247221	chr4	2269597	2418645	149049	-	refGene	transcript	NA	NA	ZFYVE28	NM_001172656	NA	NA
3628	C4orf48	125.9071108	0.276729238	0.182452207	1.516721792	0.12933694	0.308592745	chr4	2041995	2043964	1970	+	refGene	transcript	NA	NA	C4orf48	NM_001141936	NA	NA
3629	HAUS3	619.9040495	-0.194333789	0.100731669	-1.929222372	0.053703262	0.166180308	chr4	2228367	2242121	13755	-	refGene	transcript	NA	NA	HAUS3	NM_024511	NA	NA
3630	IL18BP	86.95612989	-0.319022637	0.206016127	-1.548532346	0.12149418	0.296449793	chr11	71998912	72002804	3893	+	refGene	transcript	NA	NA	IL18BP	NM_173044	NA	NA
3631	STAG3	23.98039583	0.277745434	0.497760385	0.557990234	0.576851053	0.770053728	chr7	100177918	100214381	36464	+	refGene	transcript	NA	NA	STAG3	NM_001282718	NA	NA
3632	TTC27	591.5134734	-0.21450183	0.118558666	-1.809246316	0.070412745	0.202127426	chr2	32628050	32821051	193002	+	refGene	transcript	NA	NA	TTC27	NM_017735	NA	NA
3633	RNF128	10.55511583	0.485516024	0.878767393	0.552496631	0.580608142	0.772865282	chrX	106726701	106797016	70316	+	refGene	transcript	NA	NA	RNF128	NM_194463	NA	NA
3634	SAFB	1925.601376	-0.056519379	0.110053963	-0.513560595	0.607559235	0.792456053	chr19	5623083	5668478	45396	+	refGene	transcript	NA	NA	SAFB	NM_001201338	NA	NA
3635	CCP110	1041.120442	-0.250920903	0.14849758	-1.689730588	0.091079509	0.242379784	chr16	19523942	19553406	29465	+	refGene	transcript	NA	NA	CCP110	NM_001323569	NA	NA
3636	CNN2	6297.516009	-0.013899085	0.131669509	-0.105560393	0.915931151	0.962610597	chr19	1026608	1039065	12458	+	refGene	transcript	NA	NA	CNN2	NM_001303499	NA	NA
3637	TSGA10	238.4305995	-0.469243088	0.206624349	-2.270996088	0.023147215	0.088731885	chr2	98997261	99141180	143920	-	refGene	transcript	NA	NA	TSGA10	NR_146001	NA	NA
3638	POP5	635.5962734	0.143833709	0.119742522	1.201191578	0.229676896	0.45065797	chr12	120578764	120581402	2639	-	refGene	transcript	NA	NA	POP5	NM_015918	NA	NA
3639	JCAD	129.5276721	-0.683409177	0.273616874	-2.497686516	0.012500668	0.054864162	chr10	30012804	30059586	46783	-	refGene	transcript	NA	NA	JCAD	NM_020848	NA	NA
3640	SNORA11F	53.82175407	-0.281803857	0.325992441	-0.864449054	0.387341256	0.615024787	chr10	73126080	73126207	128	-	refGene	transcript	NA	NA	SNORA11F	NR_145776	NA	NA
3641	EARS2	1130.168438	0.378324862	0.143460873	2.637129238	0.008361097	0.039433979	chr16	23520754	23557350	36597	-	refGene	transcript	NA	NA	EARS2	NM_001083614	NA	NA
3642	NTMT1	629.0342037	0.300058878	0.192158478	1.56151777	0.118401634	0.290559827	chr9	129620213	129636131	15919	+	refGene	transcript	NA	NA	NTMT1	NM_001286797	NA	NA
3643	ZNF684	123.8898703	-0.30519956	0.345158329	-0.88423061	0.376571738	0.60437349	chr1	40531637	40548166	16530	+	refGene	transcript	NA	NA	ZNF684	NM_152373	NA	NA
3644	DNAJC9-AS1	51.72325664	-0.322227662	0.22871687	-1.408849561	0.158879657	0.353689241	chr10	73247367	73276984	29618	+	refGene	transcript	NA	NA	DNAJC9-AS1	NR_038373	NA	NA
3645	ZNF525	152.0424604	-1.17120431	0.186544943	-6.278402883	3.42E-10	8.3E-09	chr19	53365705	53386588	20884	+	refGene	transcript	NA	NA	ZNF525	NM_001348157	NA	NA
3646	MYADM	1266.369582	0.68675767	0.196775905	3.490049599	0.000482931	0.003573948	chr19	53866371	53876435	10065	+	refGene	transcript	NA	NA	MYADM	NM_001020820	NA	NA
3647	ARID4B	1455.216036	-0.236047594	0.079158248	-2.981970925	0.002863992	0.016240103	chr1	235166902	235328179	161278	-	refGene	transcript	NA	NA	ARID4B	NM_031371	NA	NA
3648	PPP3CB-AS1	97.14469912	-0.305784354	0.340683008	-0.897562681	0.369418742	0.597559139	chr10	73495752	73507309	11558	+	refGene	transcript	NA	NA	PPP3CB-AS1	NR_132103	NA	NA
3649	EDEM2	24.17620667	-0.424261018	0.376179463	-1.127815473	0.259397857	0.484380164	chr20	35115364	35147336	31973	-	refGene	transcript	NA	NA	EDEM2	NM_018217	NA	NA
3650	LINC00649	4.883883884	1.906162111	1.29864396	1.46780963	0.142155941	0.32896215	chr21	33931214	33971186	39973	+	refGene	transcript	NA	NA	LINC00649	NR_134558	NA	NA
3651	ACTR6	709.2299534	-0.230132038	0.139473903	-1.650000697	0.098942794	0.257443914	chr12	100200815	100224424	23610	+	refGene	transcript	NA	NA	ACTR6	NR_048569	NA	NA
3652	NEXN	32.21716722	2.792660255	0.827724666	3.373900005	0.000741113	0.005156572	chr1	77888515	77943893	55379	+	refGene	transcript	NA	NA	NEXN	NM_001172309	NA	NA
3653	NUBP2	520.0153438	0.062714861	0.13168855	0.47623625	0.633906076	0.808364112	chr16	1782960	1789186	6227	+	refGene	transcript	NA	NA	NUBP2	NM_001284501	NA	NA
3654	DNASE1L2	41.11576468	-0.641103447	0.401461791	-1.5969227	0.110282939	0.276720885	chr16	2236444	2238711	2268	+	refGene	transcript	NA	NA	DNASE1L2	NM_001301680	NA	NA
3655	GFRA1	65.36194528	1.526976193	0.436939778	3.494706298	0.000474584	0.003523224	chr10	116056931	116273009	216079	-	refGene	transcript	NA	NA	GFRA1	NM_001348096	NA	NA
3656	DNAJA3	2203.553364	0.044736187	0.106234619	0.42110743	0.673676636	0.833840467	chr16	4425868	4456774	30907	+	refGene	transcript	NA	NA	DNAJA3	NM_005147	NA	NA
3657	BMS1P4	9.848694772	1.235289026	0.639731945	1.930947855	0.053489501	0.165829501	chr10	73699151	73730514	31364	-	refGene	transcript	NA	NA	BMS1P4	NR_026592	NA	NA
3658	GLUD1P3	34.90519969	-0.24957586	0.315938716	-0.789950226	0.429556837	0.652103703	chr10	73730562	73731771	1210	+	refGene	transcript	NA	NA	GLUD1P3	NR_048575	NA	NA
3659	RTN4	4546.175982	0.150134253	0.099105201	1.514897821	0.129798282	0.309296293	chr2	54972191	55010272	38082	-	refGene	transcript	NA	NA	RTN4	NM_007008	NA	NA
3660	POLR2H	1550.973948	-0.155979351	0.102798341	-1.51733335	0.129182542	0.308357982	chr3	184361717	184368595	6879	+	refGene	transcript	NA	NA	POLR2H	NM_001278699	NA	NA
3661	ZSWIM8	1017.641982	-0.172006871	0.220440467	-0.780287184	0.435221855	0.656949155	chr10	73785606	73801793	16188	+	refGene	transcript	NA	NA	ZSWIM8	NR_160292	NA	NA
3662	PLEKHA4	755.324794	0.375733839	0.208804027	1.799456863	0.071946442	0.205429788	chr19	48837097	48868617	31521	-	refGene	transcript	NA	NA	PLEKHA4	NM_020904	NA	NA
3663	MCM8	1484.26973	-0.168837427	0.121949503	-1.384486393	0.166209572	0.364166296	chr20	5950652	5995206	44555	+	refGene	transcript	NA	NA	MCM8	NM_001281520	NA	NA
3664	ZSWIM8-AS1	45.59737581	0.35903723	0.331920216	1.081697387	0.279387015	0.506576807	chr10	73796514	73801399	4886	-	refGene	transcript	NA	NA	ZSWIM8-AS1	NR_038357	NA	NA
3665	NCDN	1031.357026	0.297857915	0.215514093	1.382080914	0.166946858	0.364727425	chr1	35557792	35566779	8988	+	refGene	transcript	NA	NA	NCDN	NM_001014839	NA	NA
3666	MAEA	1352.579595	0.055686783	0.095118229	0.585448063	0.55824648	0.755296076	chr4	1289891	1340137	50247	+	refGene	transcript	NA	NA	MAEA	NM_001017405	NA	NA
3667	RAP1GDS1	1014.592241	0.074178209	0.144981239	0.511640054	0.608902948	0.793548722	chr4	98261384	98443858	182475	+	refGene	transcript	NA	NA	RAP1GDS1	NM_001100427	NA	NA
3668	TMEM106B	1691.212811	-0.390751711	0.211990182	-1.843253811	0.065291961	0.19115431	chr7	12211294	12243367	32074	+	refGene	transcript	NA	NA	TMEM106B	NM_001134232	NA	NA
3669	RABEP1	1288.993245	0.193968716	0.111566655	1.73859041	0.082106835	0.225914216	chr17	5282284	5336690	54407	+	refGene	transcript	NA	NA	RABEP1	NM_001291582	NA	NA
3670	ZNF254	289.921828	0.234021006	0.132342398	1.768299575	0.077010835	0.216006957	chr19	24087187	24129967	42781	+	refGene	transcript	NA	NA	ZNF254	NM_001278662	NA	NA
3671	HLA-A	5.660775181	-0.542494118	0.924297527	-0.586925856	0.557253503	0.754810334	chr6	1198023	1201452	3430	+	refGene	transcript	NA	NA	HLA-A	NM_001242758	NA	NA
3672	XKR9	113.2528317	-0.315372658	0.182199871	-1.730915928	0.08346676	0.228081614	chr8	70669339	70735942	66604	+	refGene	transcript	NA	NA	XKR9	NM_001287258	NA	NA
3673	BTN3A2	209.4305134	0.181414581	0.204652901	0.886450081	0.375375042	0.603390906	chr6	26365159	26378320	13162	+	refGene	transcript	NA	NA	BTN3A2	NM_001197249	NA	NA
3674	CRISPLD1	56.38589009	-5.049930359	0.502384451	-10.05192409	9.01E-24	9.02E-22	chr8	75000155	75034558	34404	+	refGene	transcript	NA	NA	CRISPLD1	NM_001286777	NA	NA
3675	MIB2	430.8502114	0.347484452	0.226929133	1.531246554	0.125708469	0.303031975	chr1	1615855	1617322	1468	+	refGene	transcript	NA	NA	MIB2	NR_146324	NA	NA
3676	ANKRD54	949.2605587	0.162586041	0.161010066	1.009788051	0.312596846	0.542552769	chr22	37830855	37844447	13593	-	refGene	transcript	NA	NA	ANKRD54	NR_146280	NA	NA
3677	COMMD10	314.4983894	-0.244571796	0.178520152	-1.369995454	0.170688321	0.370441425	chr5	116085025	116190940	105916	+	refGene	transcript	NA	NA	COMMD10	NR_146220	NA	NA
3678	BSPRY	272.8022041	-0.608738552	0.299841958	-2.030198029	0.042336414	0.139249878	chr9	113349541	113371222	21682	+	refGene	transcript	NA	NA	BSPRY	NM_001317943	NA	NA
3679	POC1B	198.7358833	-0.202286927	0.238151069	-0.849405917	0.395655462	0.622628268	chr12	89419721	89526047	106327	-	refGene	transcript	NA	NA	POC1B	NR_037659	NA	NA
3680	FBXO22	1386.469149	-0.224536624	0.106592609	-2.106493359	0.035161519	0.121655585	chr15	75903878	75942511	38634	+	refGene	transcript	NA	NA	FBXO22	NR_037623	NA	NA
3681	CARD19	510.720457	0.116227641	0.197239862	0.589270546	0.5556798	0.753836969	chr9	93096217	93113283	17067	+	refGene	transcript	NA	NA	CARD19	NR_134468	NA	NA
3682	SLC16A4	88.77488152	1.343421151	0.501241825	2.680185657	0.007358134	0.035408124	chr1	110362857	110391026	28170	-	refGene	transcript	NA	NA	SLC16A4	NM_001319220	NA	NA
